Sl. No.,Regions,State/UT,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April` 2023 to March 2024 - Col (2),November` 2023 - Program - Col (3),November` 2023 - Actual - Col (4),November` 2023 - Actual Same Month 2022-23 - Col (5),November` 2023 - % of Program  ( 4/3) - Col (6),November` 2023 - % of Last Year  ( 4/5)- Col (7),April` 2023 to November` 2023 - Program - Col (8),April` 2023 to November` 2023 - Actual - Col (9),April` 2023 to November` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to November` 2023 - % of Program ( 9/8) - Col (11),April` 2023 to November` 2023 - % of Last Year ( 9/10) - Col (12),Plant Load Factor ( %) - November` 2023 - Program - Col (13),Plant Load Factor ( %) - November` 2023 - Actual - Col (14),Plant Load Factor ( %) - November 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor ( %) - April 2023 to November` 2023 - Program - Col (16),Plant Load Factor ( %) - April` 2023 to November` 2023 - Actual - Col (17),Plant Load Factor ( %) - April` 2023 to November` 2023 - Actual Same Period 2022-23 - Col (18)
827,Eastern Region,Jharkhand,Pvt Sector,MPL,Coal,1050,7400,649,697.94,707.77,107.54,98.61,5180,5418.04,5382.01,104.6,100.67,85.85,92.32,93.62,84.24,88.12,87.53
828,Eastern Region,Jharkhand,Pvt Sector,JOJOBERA TPS,NA,240,1700,140,134.98,125.95,96.41,107.17,1120,1241.05,1193.44,110.81,103.99,81.02,78.11,72.89,79.69,88.3,84.92
829,Eastern Region,Jharkhand,Pvt Sector,TATA PCL,Coal,240,1700,140,134.98,125.95,96.41,107.17,1120,1241.05,1193.44,110.81,103.99,81.02,78.11,72.89,79.69,88.3,84.92
830,Eastern Region,Jharkhand,Pvt Sector,Pvt Sector,Thermal,1830,12800,1102,1137.33,985.78,103.21,115.37,8711,9063.61,8889.51,104.05,101.96,83.64,86.32,74.82,81.29,84.58,82.95
831,Eastern Region,Jharkhand,Central Sector,BOKARO TPS `A` EXP,NA,500,3500,323,307.39,330.95,95.17,92.88,2564,2329.07,2481.17,90.84,93.87,89.72,85.39,91.93,87.57,79.54,84.74
832,Eastern Region,Jharkhand,Central Sector,CHANDRAPURA(DVC) TPS,NA,500,3500,286,317.19,325.69,110.91,97.39,2306,2509.6,2417.38,108.83,103.81,79.44,88.11,90.47,78.76,85.71,82.56
833,Eastern Region,Jharkhand,Central Sector,KODARMA TPP,NA,1000,7000,601,322.2,638.05,53.61,50.5,4535,4632.3,4673.06,102.15,99.13,83.47,44.75,88.62,77.44,79.1,79.8
834,Eastern Region,Jharkhand,Central Sector,DVC,Coal,2000,14000,1210,946.78,1294.69,78.25,73.13,9405,9470.97,9571.61,100.7,98.95,84.03,65.75,89.91,80.3,80.87,81.72
835,Eastern Region,Jharkhand,Central Sector,NORTH KARANPURA TPP,NA,660,4500,287,463.12,0,161.37,0,2369,3353.43,0,141.55,0,60.4,97.46,0,61.29,86.76,0
836,Eastern Region,Jharkhand,Central Sector,NTPC Ltd.,Coal,660,4500,287,463.12,0,161.37,0,2369,3353.43,0,141.55,0,60.4,97.46,0,61.29,86.76,0
837,Eastern Region,Jharkhand,Central Sector,Central,Thermal,2660,18500,1497,1409.9,1294.69,94.18,108.9,11774,12824.4,9571.61,108.92,133.98,78.16,73.62,89.91,75.59,82.33,81.72
838,Eastern Region,Jharkhand,Central Sector,PANCHET HPS,NA,80,142,5,2.32,3.72,46.4,62.37,123,84.28,120.05,68.52,70.2,NA,NA,NA,NA,NA,NA
839,Eastern Region,Jharkhand,Central Sector,DVC,Hydro,80,142,5,2.32,3.72,46.4,62.37,123,84.28,120.05,68.52,70.2,NA,NA,NA,NA,NA,NA
840,Eastern Region,Jharkhand,Central Sector,Central,Hydro,80,142,5,2.32,3.72,46.4,62.37,123,84.28,120.05,68.52,70.2,NA,NA,NA,NA,NA,NA
841,Eastern Region,Jharkhand,Central Sector,Total,Thermal,4910,33600,2800,2778.48,2507.39,99.23,110.81,21983,23351.13,20211.14,106.22,115.54,79.2,78.59,81.94,76.45,81.21,81.21
842,Eastern Region,Jharkhand,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
843,Eastern Region,Jharkhand,Central Sector,Total,Hydro,210,252,13,13.67,6.89,105.15,198.4,213,159.23,278.07,74.76,57.26,NA,NA,NA,NA,NA,NA
844,Eastern Region,Jharkhand,Central Sector,Total,Jharkhand,5120,33852,2813,2792.15,2514.28,99.26,111.05,22196,23510.36,20489.21,105.92,114.75,NA,NA,NA,NA,NA,NA
845,Eastern Region,Odisha,State Sector,IB VALLEY TPS,NA,1740,12800,767,1072.17,992.02,139.79,108.08,8321,8004.4,7622.61,96.2,105.01,61.22,85.58,79.18,81.66,78.56,74.81
846,Eastern Region,Odisha,State Sector,OPGC,Coal,1740,12800,767,1072.17,992.02,139.79,108.08,8321,8004.4,7622.61,96.2,105.01,61.22,85.58,79.18,81.66,78.56,74.81
847,Eastern Region,Odisha,State Sector,State Sector,Thermal,1740,12800,767,1072.17,992.02,139.79,108.08,8321,8004.4,7622.61,96.2,105.01,61.22,85.58,79.18,81.66,78.56,74.81
848,Eastern Region,Odisha,State Sector,MACHKUND HPS,NA,114.75,626,48,82.63,46.02,172.15,179.55,416,602.71,369.49,144.88,163.12,NA,NA,NA,NA,NA,NA
849,Eastern Region,Odisha,State Sector,APGENCO,Hydro,114.75,626,48,82.63,46.02,172.15,179.55,416,602.71,369.49,144.88,163.12,NA,NA,NA,NA,NA,NA
850,Eastern Region,Odisha,State Sector,BALIMELA HPS,NA,510,1183,84,92.03,89.75,109.56,102.54,897,762.64,821.67,85.02,92.82,NA,NA,NA,NA,NA,NA
851,Eastern Region,Odisha,State Sector,CHIPLIMA HPS,NA,72,650,37,16.79,34.45,45.38,48.74,541,234.99,273.83,43.44,85.82,NA,NA,NA,NA,NA,NA
852,Eastern Region,Odisha,State Sector,HIRAKUD HPS,NA,287.8,330,29,25.1,56.19,86.55,44.67,261,766.24,820.43,293.58,93.39,NA,NA,NA,NA,NA,NA
853,Eastern Region,Odisha,State Sector,RENGALI HPS,NA,250,950,29,40.53,53.61,139.76,75.6,861,645.02,621.27,74.92,103.82,NA,NA,NA,NA,NA,NA
854,Eastern Region,Odisha,State Sector,UPPER INDRAVATI HPS,NA,600,1600,120,101.42,112.55,84.52,90.11,1196,1242.69,1042.62,103.9,119.19,NA,NA,NA,NA,NA,NA
855,Eastern Region,Odisha,State Sector,UPPER KOLAB HPS,NA,320,650,34,21.87,35.51,64.32,61.59,405,373.22,296.34,92.15,125.94,NA,NA,NA,NA,NA,NA
856,Eastern Region,Odisha,State Sector,OHPC,Hydro,2039.8,5363,333,297.74,382.06,89.41,77.93,4161,4024.8,3876.16,96.73,103.83,NA,NA,NA,NA,NA,NA
857,Eastern Region,Odisha,State Sector,State Sector,Hydro,2154.55,5989,381,380.37,428.08,99.83,88.85,4577,4627.51,4245.65,101.1,108.99,NA,NA,NA,NA,NA,NA
858,Eastern Region,Odisha,Pvt Sector,KAMALANGA TPS,NA,1050,7200,494,702.63,504.58,142.23,139.25,4689,5013.51,4437.79,106.92,112.97,65.34,92.94,66.74,76.26,81.54,72.17
859,Eastern Region,Odisha,Pvt Sector,GMR ENERG,Coal,1050,7200,494,702.63,504.58,142.23,139.25,4689,5013.51,4437.79,106.92,112.97,65.34,92.94,66.74,76.26,81.54,72.17
860,Eastern Region,Odisha,Pvt Sector,UTKAL TPP (IND BARATH),NA,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Eastern Region,Odisha,Pvt Sector,IBPIL,Coal,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Eastern Region,Odisha,Pvt Sector,ICCL IMP,NA,0,250,20,32.36,30.4,161.8,106.45,167,221.63,207.25,132.71,106.94,NA,NA,NA,NA,NA,NA
863,Eastern Region,Odisha,Pvt Sector,ICCL,Coal,0,250,20,32.36,30.4,161.8,106.45,167,221.63,207.25,132.71,106.94,0,0,0,0,0,0
864,Eastern Region,Odisha,Pvt Sector,DERANG TPP,NA,1200,6800,601,765,605.08,127.29,126.43,4350,5445.2,4923.33,125.18,110.6,69.56,88.54,70.03,61.9,77.49,70.06
865,Eastern Region,Odisha,Pvt Sector,JITPL,Coal,1200,6800,601,765,605.08,127.29,126.43,4350,5445.2,4923.33,125.18,110.6,69.56,88.54,70.03,61.9,77.49,70.06
866,Eastern Region,Odisha,Pvt Sector,LANCO BABANDH TPP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Eastern Region,Odisha,Pvt Sector,LBPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Eastern Region,Odisha,Pvt Sector,NALCO IMP,NA,0,100,8,1.9,0,23.75,0,67,61.09,0,91.18,0,NA,NA,NA,NA,NA,NA
869,Eastern Region,Odisha,Pvt Sector,NALCO,Coal,0,100,8,1.9,0,23.75,0,67,61.09,0,91.18,0,0,0,0,0,0,0
870,Eastern Region,Odisha,Pvt Sector,VEDANTA TPP,NA,600,3000,246,254.31,312.61,103.38,81.35,2019,1719.64,2190.73,85.17,78.5,56.94,58.87,72.36,57.46,48.94,62.35
871,Eastern Region,Odisha,Pvt Sector,VEDANTA,Coal,600,3000,246,254.31,312.61,103.38,81.35,2019,1719.64,2190.73,85.17,78.5,56.94,58.87,72.36,57.46,48.94,62.35
872,Eastern Region,Odisha,Pvt Sector,Pvt Sector,Thermal,3200,17350,1369,1756.2,1452.67,128.28,120.89,11292,12461.07,11759.1,110.35,105.97,58.2,74.74,61.73,59.01,64.99,61.65
873,Eastern Region,Odisha,Central Sector,ROURKELA PP-II EXPANSION,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Eastern Region,Odisha,Central Sector,NSPCL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Eastern Region,Odisha,Central Sector,DARLIPALI STPS,NA,1600,12700,831,1086.02,898.74,130.69,120.84,8922,7560.81,6978.25,84.74,108.35,72.14,94.27,78.02,95.22,80.7,74.48
876,Eastern Region,Odisha,Central Sector,TALCHER STPS,NA,3000,24125,1423,2032.89,1714.05,142.86,118.6,15593,14838.55,15448.58,95.16,96.05,65.88,94.12,79.35,88.76,84.46,87.94
877,Eastern Region,Odisha,Central Sector,NTPC Ltd.,Coal,4600,36825,2254,3118.91,2612.79,138.37,119.37,24515,22399.36,22426.83,91.37,99.88,68.06,94.17,78.89,91.01,83.15,83.25
878,Eastern Region,Odisha,Central Sector,Central,Thermal,4600,36825,2254,3118.91,2612.79,138.37,119.37,24515,22399.36,22426.83,91.37,99.88,64.55,94.17,78.89,86.32,83.15,83.25
879,Eastern Region,Odisha,Central Sector,Total,Thermal,9540,66975,4390,5947.28,5057.48,135.47,117.59,44128,42864.83,41808.54,97.14,102.53,61.88,86.09,73.19,76.56,76.22,74.47
880,Eastern Region,Odisha,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
881,Eastern Region,Odisha,Central Sector,Total,Hydro,2154.55,5989,381,380.37,428.08,99.83,88.85,4577,4627.51,4245.65,101.1,108.99,NA,NA,NA,NA,NA,NA
882,Eastern Region,Odisha,Central Sector,Total,Odisha,11694.55,72964,4771,6327.65,5485.56,132.63,115.35,48705,47492.34,46054.19,97.51,103.12,NA,NA,NA,NA,NA,NA
883,Eastern Region,Sikkim,State Sector,TEESTA-III HPS,NA,1200,5652,277,0,307.78,0,0,4890,4292.76,5488.13,87.79,78.22,NA,NA,NA,NA,NA,NA
884,Eastern Region,Sikkim,State Sector,TUL,Hydro,1200,5652,277,0,307.78,0,0,4890,4292.76,5488.13,87.79,78.22,NA,NA,NA,NA,NA,NA
885,Eastern Region,Sikkim,State Sector,State Sector,Hydro,1200,5652,277,0,307.78,0,0,4890,4292.76,5488.13,87.79,78.22,NA,NA,NA,NA,NA,NA
886,Eastern Region,Sikkim,Pvt Sector,JORETHANG LOOP,NA,96,412,25,24.65,21.53,98.6,114.49,364,334.31,392.67,91.84,85.14,NA,NA,NA,NA,NA,NA
887,Eastern Region,Sikkim,Pvt Sector,DEPL,Hydro,96,412,25,24.65,21.53,98.6,114.49,364,334.31,392.67,91.84,85.14,NA,NA,NA,NA,NA,NA
888,Eastern Region,Sikkim,Pvt Sector,CHUZACHEN HPS,NA,110,537,21,18.74,18.74,89.24,100,494,439.42,471.49,88.95,93.2,NA,NA,NA,NA,NA,NA
889,Eastern Region,Sikkim,Pvt Sector,GIPL,Hydro,110,537,21,18.74,18.74,89.24,100,494,439.42,471.49,88.95,93.2,NA,NA,NA,NA,NA,NA
890,Eastern Region,Sikkim,Pvt Sector,RONGNICHU HPS,NA,113,442,24,16.43,17.32,68.46,94.86,391,368.43,402.26,94.23,91.59,NA,NA,NA,NA,NA,NA
891,Eastern Region,Sikkim,Pvt Sector,MBPC,Hydro,113,442,24,16.43,17.32,68.46,94.86,391,368.43,402.26,94.23,91.59,NA,NA,NA,NA,NA,NA
892,Eastern Region,Sikkim,Pvt Sector,TASHIDING HPS,NA,97,436,25,25.53,17.85,102.12,143.03,389,381.16,409.92,97.98,92.98,NA,NA,NA,NA,NA,NA
893,Eastern Region,Sikkim,Pvt Sector,SEPL,Hydro,97,436,25,25.53,17.85,102.12,143.03,389,381.16,409.92,97.98,92.98,NA,NA,NA,NA,NA,NA
894,Eastern Region,Sikkim,Pvt Sector,DIKCHU HPS,NA,96,463,18,0,19.67,0,0,427,394.08,495.27,92.29,79.57,NA,NA,NA,NA,NA,NA
895,Eastern Region,Sikkim,Pvt Sector,SKPPPL,Hydro,96,463,18,0,19.67,0,0,427,394.08,495.27,92.29,79.57,NA,NA,NA,NA,NA,NA
896,Eastern Region,Sikkim,Pvt Sector,Pvt Sector,Hydro,512,2290,113,85.35,95.11,75.53,89.74,2065,1917.4,2171.61,92.85,88.29,NA,NA,NA,NA,NA,NA
897,Eastern Region,Sikkim,Central Sector,RANGIT HPS,NA,60,318,24,24.92,27.78,103.83,89.7,267,245.46,298.22,91.93,82.31,NA,NA,NA,NA,NA,NA
898,Eastern Region,Sikkim,Central Sector,TEESTA V HPS,NA,510,2694,155,0,152.25,0,0,2371,1965.98,2507.88,82.92,78.39,NA,NA,NA,NA,NA,NA
899,Eastern Region,Sikkim,Central Sector,NHPC,Hydro,570,3012,179,24.92,180.03,13.92,13.84,2638,2211.44,2806.1,83.83,78.81,NA,NA,NA,NA,NA,NA
900,Eastern Region,Sikkim,Central Sector,Central,Hydro,570,3012,179,24.92,180.03,13.92,13.84,2638,2211.44,2806.1,83.83,78.81,NA,NA,NA,NA,NA,NA
901,Eastern Region,Sikkim,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
902,Eastern Region,Sikkim,Central Sector,Total,Hydro,2282,10954,569,110.27,582.92,19.38,18.92,9593,8421.6,10465.84,87.79,80.47,NA,NA,NA,NA,NA,NA
903,Eastern Region,Sikkim,Central Sector,Total,Sikkim,2282,10954,569,110.27,582.92,19.38,18.92,9593,8421.6,10465.84,87.79,80.47,NA,NA,NA,NA,NA,NA
904,Eastern Region,West Bengal,State Sector,D.P.L. TPS,NA,550,2500,228,156.78,298.9,68.76,52.45,1639,1531.82,1711.41,93.46,89.51,57.58,39.59,75.48,50.89,47.56,53.14
905,Eastern Region,West Bengal,State Sector,DPL,Coal,550,2500,228,156.78,298.9,68.76,52.45,1639,1531.82,1711.41,93.46,89.51,57.58,39.59,75.48,50.89,47.56,53.14
906,Eastern Region,West Bengal,State Sector,BAKRESWAR TPS,NA,1050,8425,621,755.8,708.81,121.71,106.63,5474,5228.95,5506.35,95.52,94.96,82.14,99.97,93.76,89.03,85.04,89.55
907,Eastern Region,West Bengal,State Sector,BANDEL TPS,NA,270,1750,155,172.66,178.44,111.39,96.76,1209,1210.57,1200.53,100.13,100.84,79.73,88.82,91.79,76.46,76.56,75.93
908,Eastern Region,West Bengal,State Sector,KOLAGHAT TPS,NA,840,4500,384,505.81,505.91,131.72,99.98,3063,3345.93,3137.24,109.24,106.65,63.49,83.63,83.65,62.27,68.02,63.78
909,Eastern Region,West Bengal,State Sector,SAGARDIGHI TPS,NA,1600,11000,963,967.17,1139.2,100.43,84.9,7026,7419.83,7969.17,105.61,93.11,83.59,83.96,98.89,74.99,79.19,85.05
910,Eastern Region,West Bengal,State Sector,SANTALDIH TPS,NA,500,3500,299,348.32,310.71,116.49,112.1,2358,2668.17,2544.21,113.15,104.87,83.06,96.76,86.31,80.53,91.13,86.89
911,Eastern Region,West Bengal,State Sector,WBPDC,Coal,4260,29175,2422,2749.76,2843.07,113.53,96.72,19130,19873.45,20357.5,103.89,97.62,78.96,89.65,92.69,76.68,79.66,81.6
912,Eastern Region,West Bengal,State Sector,State Sector,Thermal,4810,31675,2650,2906.54,3141.97,109.68,92.51,20769,21405.27,22068.91,103.06,96.99,76.52,83.93,90.72,73.73,75.99,78.35
913,Eastern Region,West Bengal,State Sector,HALDIA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
914,Eastern Region,West Bengal,State Sector,KASBA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
915,Eastern Region,West Bengal,State Sector,WBPDC,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
916,Eastern Region,West Bengal,State Sector,State Sector,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
917,Eastern Region,West Bengal,State Sector,JALDHAKA HPS ST-I,NA,36,142,14,12.85,13.4,91.79,95.9,132,141.78,151.55,107.41,93.55,NA,NA,NA,NA,NA,NA
918,Eastern Region,West Bengal,State Sector,PURULIA PSS HPS,NA,900,1200,110,76.04,134.4,69.13,56.58,790,877.07,960.64,111.02,91.3,NA,NA,NA,NA,NA,NA
919,Eastern Region,West Bengal,State Sector,RAMMAM HPS,NA,50,218,18,13.83,17.49,76.83,79.07,198,125.57,206.31,63.42,60.86,NA,NA,NA,NA,NA,NA
920,Eastern Region,West Bengal,State Sector,WBSEDCL,Hydro,986,1560,142,102.72,165.29,72.34,62.15,1120,1144.42,1318.5,102.18,86.8,NA,NA,NA,NA,NA,NA
921,Eastern Region,West Bengal,State Sector,State Sector,Hydro,986,1560,142,102.72,165.29,72.34,62.15,1120,1144.42,1318.5,102.18,86.8,NA,NA,NA,NA,NA,NA
922,Eastern Region,West Bengal,Pvt Sector,BUDGE BUDGE TPS,NA,750,5900,418,490.57,341.93,117.36,143.47,3999,4067.61,3642.36,101.72,111.68,77.41,90.85,63.32,91.05,92.61,82.93
923,Eastern Region,West Bengal,Pvt Sector,SOUTHERN REPL. TPS,NA,135,360,31,11.52,4.52,37.16,254.87,245,556.71,571.17,227.23,97.47,31.89,11.85,4.65,30.99,70.42,72.25
924,Eastern Region,West Bengal,Pvt Sector,TITAGARH TPS,NA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Eastern Region,West Bengal,Pvt Sector,CESC,Coal,1125,6260,449,502.09,346.45,111.82,144.92,4244,4624.32,4213.53,108.96,109.75,55.43,61.99,42.77,64.42,70.19,63.96
926,Eastern Region,West Bengal,Pvt Sector,DISHERGARH TPP,NA,12,0,0,0,8.53,0,0,0,30.27,16.38,0,184.8,0,0,98.73,0,43.08,23.31
927,Eastern Region,West Bengal,Pvt Sector,DPSCLTD,Coal,12,0,0,0,8.53,0,0,0,30.27,16.38,0,184.8,0,0,98.73,0,43.08,23.31
928,Eastern Region,West Bengal,Pvt Sector,HALDIA TPP,NA,600,4500,386,288.43,358.2,74.72,80.52,3049,3165.9,3014.9,103.83,105.01,89.35,66.77,82.92,86.78,90.1,85.81
929,Eastern Region,West Bengal,Pvt Sector,HEL,Coal,600,4500,386,288.43,358.2,74.72,80.52,3049,3165.9,3014.9,103.83,105.01,89.35,66.77,82.92,86.78,90.1,85.81
930,Eastern Region,West Bengal,Pvt Sector,HIRANMAYE TPP,NA,300,1800,148,142.78,139.24,96.47,102.54,1214,1230.17,1239.49,101.33,99.25,68.52,66.1,64.46,69.1,70.02,70.55
931,Eastern Region,West Bengal,Pvt Sector,HMEL,Coal,300,1800,148,142.78,139.24,96.47,102.54,1214,1230.17,1239.49,101.33,99.25,68.52,66.1,64.46,69.1,70.02,70.55
932,Eastern Region,West Bengal,Pvt Sector,Pvt Sector,Thermal,2037,12560,983,933.3,852.42,94.94,109.49,8507,9050.66,8484.3,106.39,106.68,67.42,63.64,58.12,71.74,75.87,71.13
933,Eastern Region,West Bengal,Central Sector,DURGAPUR STEEL TPS,NA,1000,6900,589,599.04,576.71,101.7,103.87,4743,5019.6,4449.13,105.83,112.82,81.81,83.2,80.1,80.99,85.72,75.98
934,Eastern Region,West Bengal,Central Sector,DURGAPUR TPS,NA,0,0,0,0,0,0,0,0,0,135.12,0,0,0,0,0,0,0,10.99
935,Eastern Region,West Bengal,Central Sector,MEJIA TPS,NA,2340,16100,1238,1344.01,1325.51,108.56,101.4,10778,10067.95,10204.35,93.41,98.66,73.48,79.77,78.67,78.65,73.47,74.47
936,Eastern Region,West Bengal,Central Sector,RAGHUNATHPUR TPP,NA,1200,6700,589,545.63,286.09,92.64,190.72,4301,4752.18,3714.49,110.49,127.94,68.17,63.15,33.11,61.21,67.63,52.86
937,Eastern Region,West Bengal,Central Sector,DVC,Coal,4540,29700,2416,2488.68,2188.31,103.01,113.73,19822,19839.73,18503.09,100.09,107.22,73.91,76.13,63.99,74.56,74.62,66.52
938,Eastern Region,West Bengal,Central Sector,FARAKKA STPS,NA,2100,13700,892,1130.95,840.95,126.79,134.48,9147,9274.86,7985.82,101.4,116.14,58.99,74.8,55.62,74.38,75.42,64.94
939,Eastern Region,West Bengal,Central Sector,NTPC Ltd.,Coal,2100,13700,892,1130.95,840.95,126.79,134.48,9147,9274.86,7985.82,101.4,116.14,58.99,74.8,55.62,74.38,75.42,64.94
940,Eastern Region,West Bengal,Central Sector,Central,Thermal,6640,43400,3308,3619.63,3029.26,109.42,119.49,28969,29114.59,26488.91,100.5,109.91,69.19,75.71,61.42,74.5,74.88,66.03
941,Eastern Region,West Bengal,Central Sector,MAITHON HPS,NA,63.2,144,4,0.71,1.83,17.75,38.8,122,69.66,82.18,57.1,84.77,NA,NA,NA,NA,NA,NA
942,Eastern Region,West Bengal,Central Sector,DVC,Hydro,63.2,144,4,0.71,1.83,17.75,38.8,122,69.66,82.18,57.1,84.77,NA,NA,NA,NA,NA,NA
943,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-III HPS,NA,132,559,29,0,29.93,0,0,504,405.28,553.02,80.41,73.28,NA,NA,NA,NA,NA,NA
944,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-IV HPS,NA,160,720,38,39.29,33.3,103.39,117.99,652,571.95,683.77,87.72,83.65,NA,NA,NA,NA,NA,NA
945,Eastern Region,West Bengal,Central Sector,NHPC,Hydro,292,1279,67,39.29,63.23,58.64,62.14,1156,977.23,1236.79,84.54,79.01,NA,NA,NA,NA,NA,NA
946,Eastern Region,West Bengal,Central Sector,Central,Hydro,355.2,1423,71,40,65.06,56.34,61.48,1278,1046.89,1318.97,81.92,79.37,NA,NA,NA,NA,NA,NA
947,Eastern Region,West Bengal,Central Sector,Total,Thermal,13487,87635,6941,7459.47,7023.65,107.47,106.21,58245,59570.52,57042.12,102.28,104.43,71.54,76.82,71.22,73.81,75.42,71.12
948,Eastern Region,West Bengal,Central Sector,Total,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
949,Eastern Region,West Bengal,Central Sector,Total,Hydro,1341.2,2983,213,142.72,230.35,67,61.96,2398,2191.31,2637.47,91.38,83.08,NA,NA,NA,NA,NA,NA
950,Eastern Region,West Bengal,Central Sector,Total,West Bengal,14908.2,90618,7154,7602.19,7254,106.26,104.8,60643,61761.83,59679.59,101.84,103.49,NA,NA,NA,NA,NA,NA
951,North Eastern Region Region,Arunchal Pradesh,Central Sector,KAMENG HPS,NA,600,2500,170,169.89,226.94,99.94,74.86,2040,2169.38,2400.75,106.34,90.36,NA,NA,NA,NA,NA,NA
952,North Eastern Region Region,Arunchal Pradesh,Central Sector,PARE,NA,110,480,25,21.84,35.34,87.36,61.8,432,388.01,462.43,89.82,83.91,NA,NA,NA,NA,NA,NA
953,North Eastern Region Region,Arunchal Pradesh,Central Sector,RANGANADI HPS,NA,405,1233,59,51.12,83.49,86.64,61.23,1088,1012.74,1190.66,93.08,85.06,NA,NA,NA,NA,NA,NA
954,North Eastern Region Region,Arunchal Pradesh,Central Sector,NEEPCO.,Hydro,1115,4213,254,242.85,345.77,95.61,70.23,3560,3570.13,4053.84,100.28,88.07,NA,NA,NA,NA,NA,NA
955,North Eastern Region Region,Arunchal Pradesh,Central Sector,LOWER SUBANSIRI HEP,NA,0,5429,401,0,0,0,0,4567,0,0,0,0,NA,NA,NA,NA,NA,NA
956,North Eastern Region Region,Arunchal Pradesh,Central Sector,NHPC,Hydro,0,5429,401,0,0,0,0,4567,0,0,0,0,NA,NA,NA,NA,NA,NA
957,North Eastern Region Region,Arunchal Pradesh,Central Sector,Central,Hydro,1115,9642,655,242.85,345.77,37.08,70.23,8127,3570.13,4053.84,43.93,88.07,NA,NA,NA,NA,NA,NA
958,North Eastern Region Region,Arunchal Pradesh,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
959,North Eastern Region Region,Arunchal Pradesh,Central Sector,Total,Hydro,1115,9642,655,242.85,345.77,37.08,70.23,8127,3570.13,4053.84,43.93,88.07,NA,NA,NA,NA,NA,NA
960,North Eastern Region Region,Arunchal Pradesh,Central Sector,Total,Arunchal Pradesh,1115,9642,655,242.85,345.77,37.08,70.23,8127,3570.13,4053.84,43.93,88.07,NA,NA,NA,NA,NA,NA
961,North Eastern Region Region,Assam,State Sector,LAKWA GT,NA,97.2,500,41,40.56,42.71,98.93,94.97,338,327.48,361.98,96.89,90.47,NA,NA,NA,NA,NA,NA
962,North Eastern Region Region,Assam,State Sector,LAKWA REPLACEMENT POWER PROJECT,NA,69.76,560,47,36.16,40.9,76.94,88.41,376,317.83,324.68,84.53,97.89,NA,NA,NA,NA,NA,NA
963,North Eastern Region Region,Assam,State Sector,NAMRUP CCPP,NA,139.4,775,68,65.92,53.45,96.94,123.33,525,531.72,405.96,101.28,130.98,NA,NA,NA,NA,NA,NA
964,North Eastern Region Region,Assam,State Sector,APGCL,Natural Gas,306.36,1835,156,142.64,137.06,91.44,104.07,1239,1177.03,1092.62,95,107.73,NA,NA,NA,NA,NA,NA
965,North Eastern Region Region,Assam,State Sector,State Sector,Natural Gas,306.36,1835,156,142.64,137.06,91.44,104.07,1239,1177.03,1092.62,95,107.73,NA,NA,NA,NA,NA,NA
966,North Eastern Region Region,Assam,Central Sector,KARBI LANGPI HPS,NA,100,380,20,29.99,43.22,149.95,69.39,345,293.37,409.01,85.03,71.73,NA,NA,NA,NA,NA,NA
967,North Eastern Region Region,Assam,Central Sector,APGCL,Hydro,100,380,20,29.99,43.22,149.95,69.39,345,293.37,409.01,85.03,71.73,NA,NA,NA,NA,NA,NA
968,North Eastern Region Region,Assam,Central Sector,State Sector,Hydro,100,380,20,29.99,43.22,149.95,69.39,345,293.37,409.01,85.03,71.73,NA,NA,NA,NA,NA,NA
969,North Eastern Region Region,Assam,Central Sector,BONGAIGAON TPP,NA,750,5650,483,395.62,313.82,81.91,126.07,3876,3509.89,3458.96,90.55,101.47,89.44,73.26,58.11,88.25,79.92,78.76
