Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),July` 2023 - Program - Col (3),July` 2023 - Actual - Col (4),July` 2023 - Actual Same Month 2022-23 - Col (5),July` 2023 - % of Program Col. (4/3) - Col (6),July` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to July` 2023 - Program - Col (8),April` 2023 to July` 2023 - Actual - Col (9),April` 2023 to July` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to July` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to July` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - July` 2023 - Program - Col (13),Plant Load Factor (%) - July` 2023 - Actual - Col (14),Plant Load Factor (%) - July` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to July` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual Same Peroid 2022-23 - Col (18)
540,Southern Region,Andhra Pradesh,State Sector,NAGARJUN SGR RBC HPS,NA,90,128,0,0,2.42,0,0,3,0.09,14.52,3,0.62,NA,NA,NA,NA,NA,NA
541,Southern Region,Andhra Pradesh,State Sector,NAGARJUN SGR TPD,NA,50,90,4,0,0.65,0,0,7,0.37,4.5,5.29,8.22,NA,NA,NA,NA,NA,NA
542,Southern Region,Andhra Pradesh,State Sector,SRISAILAM HPS,NA,770,1047,20,0.06,135.26,0.3,0.04,135,5.55,135.26,4.11,4.1,NA,NA,NA,NA,NA,NA
543,Southern Region,Andhra Pradesh,State Sector,UPPER SILERU HPS,NA,240,470,30,36.61,16.95,122.03,215.99,134,133.55,118.54,99.66,112.66,NA,NA,NA,NA,NA,NA
544,Southern Region,Andhra Pradesh,State Sector,APGENCO,Hydro,1610,2819,146,125.5,270.37,85.96,46.42,596,481.55,628.81,80.8,76.58,NA,NA,NA,NA,NA,NA
545,Southern Region,Andhra Pradesh,State Sector,State Sector,Hydro,1610,2819,146,125.5,270.37,85.96,46.42,596,481.55,628.81,80.8,76.58,NA,NA,NA,NA,NA,NA
546,Southern Region,Andhra Pradesh,Pvt Sector,VIZAG TPP,NA,1040,3800,303,449.3,402.86,148.28,111.53,1471,1896.79,1478.57,128.95,128.29,39.16,58.07,52.07,48.31,62.29,48.56
547,Southern Region,Andhra Pradesh,Pvt Sector,HNPC,Coal,1040,3800,303,449.3,402.86,148.28,111.53,1471,1896.79,1478.57,128.95,128.29,39.16,58.07,52.07,48.31,62.29,48.56
548,Southern Region,Andhra Pradesh,Pvt Sector,LVS POWER DG,NA,36.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
549,Southern Region,Andhra Pradesh,Pvt Sector,LVS POWER,Diesel,36.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
550,Southern Region,Andhra Pradesh,Pvt Sector,THAMMINAPATNAM TPS,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Southern Region,Andhra Pradesh,Pvt Sector,MEL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Southern Region,Andhra Pradesh,Pvt Sector,PAINAMPURAM TPP,NA,1320,9300,718,827.7,767.88,115.28,107.79,3196,3365.88,2859.1,105.32,117.73,73.11,84.28,78.19,82.69,87.09,73.97
553,Southern Region,Andhra Pradesh,Pvt Sector,SGPL TPP,NA,1320,8500,712,788.73,362.07,110.78,217.84,3168,3178.25,2670.43,100.32,119.02,72.5,80.31,36.87,81.97,82.23,69.09
554,Southern Region,Andhra Pradesh,Pvt Sector,SEIL,Coal,2640,17800,1430,1616.43,1129.95,113.04,143.05,6364,6544.13,5529.53,102.83,118.35,72.8,82.3,57.53,82.33,84.66,71.53
555,Southern Region,Andhra Pradesh,Pvt Sector,SIMHAPURI TPS,NA,600,0,0,198.03,0,0,0,0,720.24,0,0,0,0,44.36,0,0,41,0
556,Southern Region,Andhra Pradesh,Pvt Sector,SEPL,Coal,600,0,0,198.03,0,0,0,0,720.24,0,0,0,0,44.36,0,0,41,0
557,Southern Region,Andhra Pradesh,Pvt Sector,Pvt Sector,Thermal,4616.8,21600,1733,2263.76,1532.81,130.63,147.69,7835,9161.16,7008.1,116.93,130.72,50.86,66.43,44.98,58.43,68.31,52.26
558,Southern Region,Andhra Pradesh,Pvt Sector,VIJJESWARAM CCPP,NA,272,500,37,0,63.11,0,0,179,0,267.36,0,0,NA,NA,NA,NA,NA,NA
559,Southern Region,Andhra Pradesh,Pvt Sector,APGPCL,Natural Gas,272,500,37,0,63.11,0,0,179,0,267.36,0,0,NA,NA,NA,NA,NA,NA
560,Southern Region,Andhra Pradesh,Pvt Sector,PEDDAPURAM CCPP,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
561,Southern Region,Andhra Pradesh,Pvt Sector,BSES AP,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
562,Southern Region,Andhra Pradesh,Pvt Sector,GAUTAMI CCPP,NA,464,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
563,Southern Region,Andhra Pradesh,Pvt Sector,GAUTAMI,Natural Gas,464,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
564,Southern Region,Andhra Pradesh,Pvt Sector,GMR Energy Ltd - Kakinada,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
565,Southern Region,Andhra Pradesh,Pvt Sector,GMR ENERG,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
566,Southern Region,Andhra Pradesh,Pvt Sector,GREL CCPP (Rajahmundry),NA,768,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
567,Southern Region,Andhra Pradesh,Pvt Sector,GREL,Natural Gas,768,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
568,Southern Region,Andhra Pradesh,Pvt Sector,JEGURUPADU CCPP PH II,NA,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
569,Southern Region,Andhra Pradesh,Pvt Sector,GVKP&IL,Natural Gas,220,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
570,Southern Region,Andhra Pradesh,Pvt Sector,KONASEEMA CCPP,NA,445,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
571,Southern Region,Andhra Pradesh,Pvt Sector,KONA,Natural Gas,445,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
572,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI CCPP,NA,368.14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
573,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI EXTN CCPP,NA,366,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
574,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALLI ST-3 CCPP,NA,742,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
575,Southern Region,Andhra Pradesh,Pvt Sector,KONDAPALI,Natural Gas,1476.14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
576,Southern Region,Andhra Pradesh,Pvt Sector,GODAVARI CCPP,NA,208,400,32,0,0,0,0,144,0,0,0,0,NA,NA,NA,NA,NA,NA
577,Southern Region,Andhra Pradesh,Pvt Sector,SPGL,Natural Gas,208,400,32,0,0,0,0,144,0,0,0,0,NA,NA,NA,NA,NA,NA
578,Southern Region,Andhra Pradesh,Pvt Sector,VEMAGIRI CCPP,NA,370,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
579,Southern Region,Andhra Pradesh,Pvt Sector,VEMAGIRI,Natural Gas,370,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
580,Southern Region,Andhra Pradesh,Pvt Sector,Pvt Sector,Natural Gas,4663.14,900,69,0,63.11,0,0,323,0,267.36,0,0,NA,NA,NA,NA,NA,NA
581,Southern Region,Andhra Pradesh,Central Sector,SIMHADRI,NA,2000,13600,1086,725.2,1021.67,66.78,70.98,4686,3300.41,4403.61,70.43,74.95,72.98,48.74,68.66,80.02,56.36,75.2
582,Southern Region,Andhra Pradesh,Central Sector,NTPC Ltd.,Coal,2000,13600,1086,725.2,1021.67,66.78,70.98,4686,3300.41,4403.61,70.43,74.95,72.98,48.74,68.66,80.02,56.36,75.2
583,Southern Region,Andhra Pradesh,Central Sector,Central,Thermal,2000,13600,1086,725.2,1021.67,66.78,70.98,4686,3300.41,4403.61,70.43,74.95,72.98,48.74,68.66,80.02,56.36,75.2
584,Southern Region,Andhra Pradesh,Central Sector,Total,Thermal,12426.8,67200,5280,5523.89,4591.49,104.62,120.31,23992,24120.45,20435.05,100.54,118.03,53.8,60.94,53.25,62.12,66.76,60.22
585,Southern Region,Andhra Pradesh,Central Sector,Total,Natural Gas,4898.54,1100,85,0,92.87,0,0,395,0,431.14,0,0,NA,NA,NA,NA,NA,NA
586,Southern Region,Andhra Pradesh,Central Sector,Total,Hydro,1610,2819,146,125.5,270.37,85.96,46.42,596,481.55,628.81,80.8,76.58,NA,NA,NA,NA,NA,NA
587,Southern Region,Andhra Pradesh,Central Sector,Total,Andhra Pradesh,18935.34,71119,5511,5649.39,4954.73,102.51,114.02,24983,24602,21495,98.47,114.45,NA,NA,NA,NA,NA,NA
588,Southern Region,Karnataka,State Sector,BELLARY TPS,NA,1700,9000,748,542.82,415.49,72.57,130.65,3511,2909.47,2397.98,82.87,121.33,59.14,42.92,32.85,70.54,58.45,48.18
589,Southern Region,Karnataka,State Sector,RAICHUR TPS,NA,1720,8500,702,514.87,140.93,73.34,365.34,3310,2647.9,2295.77,80,115.34,54.86,40.23,11.01,65.72,52.58,45.59
590,Southern Region,Karnataka,State Sector,KPCL,Coal,3420,17500,1450,1057.69,556.42,72.94,190.09,6821,5557.37,4693.75,81.47,118.4,56.99,41.57,21.87,68.12,55.5,46.87
591,Southern Region,Karnataka,State Sector,YERMARUS TPP,NA,1600,6000,462,538.23,121.06,116.5,444.6,2248,2315.01,2045.36,102.98,113.18,38.81,45.21,10.17,47.98,49.42,43.66
592,Southern Region,Karnataka,State Sector,RPCL,Coal,1600,6000,462,538.23,121.06,116.5,444.6,2248,2315.01,2045.36,102.98,113.18,38.81,45.21,10.17,47.98,49.42,43.66
593,Southern Region,Karnataka,State Sector,State Sector,Thermal,5020,23500,1912,1595.92,677.48,83.47,235.57,9069,7872.38,6739.11,86.81,116.82,51.19,42.73,18.14,61.7,53.56,45.85
594,Southern Region,Karnataka,State Sector,YELAHANKA CCPP,NA,0,500,42,0,0,0,0,167,0,0,0,0,NA,NA,NA,NA,NA,NA
595,Southern Region,Karnataka,State Sector,KPCL,Natural Gas,0,500,42,0,0,0,0,167,0,0,0,0,NA,NA,NA,NA,NA,NA
596,Southern Region,Karnataka,State Sector,State Sector,Natural Gas,0,500,42,0,0,0,0,167,0,0,0,0,NA,NA,NA,NA,NA,NA
597,Southern Region,Karnataka,State Sector,HAMPI HPS,NA,36,79,3,0.67,6.14,22.33,10.91,6,3.57,12.25,59.5,29.14,NA,NA,NA,NA,NA,NA
598,Southern Region,Karnataka,State Sector,T B DAM HPS,NA,36,81,3,0.44,9.58,14.67,4.59,6,0.81,12.6,13.5,6.43,NA,NA,NA,NA,NA,NA
599,Southern Region,Karnataka,State Sector,APGENCO,Hydro,72,160,6,1.11,15.72,18.5,7.06,12,4.38,24.85,36.5,17.63,NA,NA,NA,NA,NA,NA
600,Southern Region,Karnataka,State Sector,ALMATTI DPH HPS,NA,290,510,65,40.13,88.55,61.74,45.32,72,41.37,93.41,57.46,44.29,NA,NA,NA,NA,NA,NA
601,Southern Region,Karnataka,State Sector,BHADRA HPS,NA,26,60,2,0,13.39,0,0,7,7.55,20.63,107.86,36.6,NA,NA,NA,NA,NA,NA
602,Southern Region,Karnataka,State Sector,GERUSUPPA HPS,NA,240,548,45,38.77,55.06,86.16,70.41,195,136.55,187.71,70.03,72.75,NA,NA,NA,NA,NA,NA
603,Southern Region,Karnataka,State Sector,GHAT PRABHA HPS,NA,32,86,1,0,1.1,0,0,9,9.51,7.98,105.67,119.17,NA,NA,NA,NA,NA,NA
604,Southern Region,Karnataka,State Sector,JOG HPS,NA,139.2,350,30,21.21,43.91,70.7,48.3,120,145.82,198.4,121.52,73.5,NA,NA,NA,NA,NA,NA
605,Southern Region,Karnataka,State Sector,KADRA HPS,NA,150,400,54,61.7,64.31,114.26,95.94,154,139.8,146.47,90.78,95.45,NA,NA,NA,NA,NA,NA
606,Southern Region,Karnataka,State Sector,KALINADI HPS,NA,900,3000,219,235.83,233.81,107.68,100.86,1085,1097.28,1111.35,101.13,98.73,NA,NA,NA,NA,NA,NA
607,Southern Region,Karnataka,State Sector,KALINADI SUPA HPS,NA,100,406,18,14.93,14.97,82.94,99.73,84,148.75,108.1,177.08,137.6,NA,NA,NA,NA,NA,NA
608,Southern Region,Karnataka,State Sector,KODASALI HPS,NA,120,400,35,43.12,44.62,123.2,96.64,145,136.73,134.63,94.3,101.56,NA,NA,NA,NA,NA,NA
609,Southern Region,Karnataka,State Sector,LIGANAMAKKI HPS,NA,55,301,16,3.45,14.4,21.56,23.96,86,35.77,54.43,41.59,65.72,NA,NA,NA,NA,NA,NA
610,Southern Region,Karnataka,State Sector,MUNIRABAD HPS,NA,28,96,4,0,8.1,0,0,5,0,9.73,0,0,NA,NA,NA,NA,NA,NA
611,Southern Region,Karnataka,State Sector,SHARAVATHI HPS,NA,1035,4800,341,195.26,343.74,57.26,56.8,1759,1172.6,1625.22,66.66,72.15,NA,NA,NA,NA,NA,NA
612,Southern Region,Karnataka,State Sector,SIVASAMUNDRUM HPS,NA,42,225,25,9.01,29.07,36.04,30.99,60,40.58,106.65,67.63,38.05,NA,NA,NA,NA,NA,NA
613,Southern Region,Karnataka,State Sector,VARAHI HPS,NA,460,1060,95,95.9,210.63,100.95,45.53,360,239.12,426.8,66.42,56.03,NA,NA,NA,NA,NA,NA
614,Southern Region,Karnataka,State Sector,KPCL,Hydro,3617.2,12242,950,759.31,1165.66,79.93,65.14,4141,3351.43,4231.51,80.93,79.2,NA,NA,NA,NA,NA,NA
615,Southern Region,Karnataka,State Sector,State Sector,Hydro,3689.2,12402,956,760.42,1181.38,79.54,64.37,4153,3355.81,4256.36,80.8,78.84,NA,NA,NA,NA,NA,NA
616,Southern Region,Karnataka,Pvt Sector,BELLARY DG,NA,25.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
617,Southern Region,Karnataka,Pvt Sector,BELLARY,Diesel,25.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
618,Southern Region,Karnataka,Pvt Sector,TORANGALLU TPS (SBU-I),NA,260,1300,102,125.73,136.25,123.26,92.28,449,604.21,641.71,134.57,94.16,52.73,65,70.44,58.98,79.37,84.29
619,Southern Region,Karnataka,Pvt Sector,TORANGALLU TPS (SBU-II),NA,600,1900,102,116.02,109.23,113.75,106.22,637,801.78,795.94,125.87,100.73,22.85,25.99,24.47,36.26,45.64,45.31
620,Southern Region,Karnataka,Pvt Sector,JSWEL,Coal,860,3200,204,241.75,245.48,118.5,98.48,1086,1405.99,1437.65,129.47,97.8,31.88,37.78,38.37,43.13,55.84,57.09
621,Southern Region,Karnataka,Pvt Sector,UDUPI TPP,NA,1200,1800,158,99.14,0,62.75,0,624,1039.93,433.35,166.66,239.97,17.7,11.1,0,17.76,29.6,12.33
622,Southern Region,Karnataka,Pvt Sector,UPCL,Coal,1200,1800,158,99.14,0,62.75,0,624,1039.93,433.35,166.66,239.97,17.7,11.1,0,17.76,29.6,12.33
623,Southern Region,Karnataka,Pvt Sector,Pvt Sector,Thermal,2085.2,5000,362,340.89,245.48,94.17,138.87,1710,2445.92,1871,143.04,130.73,23.62,22.24,16.02,28.35,40.55,31.02
624,Southern Region,Karnataka,Central Sector,KUDGI STPP,NA,2400,12850,1096,744.24,1067.64,67.91,69.71,5139,3882.92,4312.35,75.56,90.04,61.38,41.68,59.79,73.13,55.26,61.37
625,Southern Region,Karnataka,Central Sector,NTPC Ltd.,Coal,2400,12850,1096,744.24,1067.64,67.91,69.71,5139,3882.92,4312.35,75.56,90.04,61.38,41.68,59.79,73.13,55.26,61.37
626,Southern Region,Karnataka,Central Sector,Central,Thermal,2400,12850,1096,744.24,1067.64,67.91,69.71,5139,3882.92,4312.35,75.56,90.04,61.38,41.68,59.79,73.13,55.26,61.37
627,Southern Region,Karnataka,Central Sector,KAIGA,NA,880,6256,516,627.62,675.59,121.63,92.9,2071,2437.23,2609.63,117.68,93.39,78.81,95.86,103.19,80.38,94.59,101.28
628,Southern Region,Karnataka,Central Sector,NPCIL,Nuclear,880,6256,516,627.62,675.59,121.63,92.9,2071,2437.23,2609.63,117.68,93.39,78.81,95.86,103.19,80.38,94.59,101.28
629,Southern Region,Karnataka,Central Sector,Central,Nuclear,880,6256,516,627.62,675.59,121.63,92.9,2071,2437.23,2609.63,117.68,93.39,78.81,95.86,103.19,80.38,94.59,101.28
630,Southern Region,Karnataka,Central Sector,Total,Thermal,9505.2,41350,3370,2681.05,1990.6,79.56,134.69,15918,14201.22,12922.46,89.21,109.9,47.78,38.01,28.22,57.35,51.16,46.55
631,Southern Region,Karnataka,Central Sector,Total,Nuclear,880,6256,516,627.62,675.59,121.63,92.9,2071,2437.23,2609.63,117.68,93.39,78.81,95.86,103.19,80.38,94.59,101.28
632,Southern Region,Karnataka,Central Sector,Total,Natural Gas,0,500,42,0,0,0,0,167,0,0,0,0,NA,NA,NA,NA,NA,NA
633,Southern Region,Karnataka,Central Sector,Total,Hydro,3689.2,12402,956,760.42,1181.38,79.54,64.37,4153,3355.81,4256.36,80.8,78.84,NA,NA,NA,NA,NA,NA
634,Southern Region,Karnataka,Central Sector,Total,Karnataka,14074.4,60508,4884,4069.09,3847.57,83.31,105.76,22309,19994.26,19788.45,89.62,101.04,NA,NA,NA,NA,NA,NA
635,Southern Region,Kerala,State Sector,BRAMHAPURAM DG,NA,63.96,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
636,Southern Region,Kerala,State Sector,KOZHIKODE DG,NA,96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
637,Southern Region,Kerala,State Sector,KSEB,Diesel,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
638,Southern Region,Kerala,State Sector,State Sector,Thermal,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
639,Southern Region,Kerala,State Sector,IDAMALAYAR HPS,NA,75,380,31,4.93,26.18,15.9,18.83,124,78.66,120.98,63.44,65.02,NA,NA,NA,NA,NA,NA
640,Southern Region,Kerala,State Sector,IDUKKI HPS,NA,780,2632,186,82.56,216.25,44.39,38.18,1127,865.28,1053.66,76.78,82.12,NA,NA,NA,NA,NA,NA
641,Southern Region,Kerala,State Sector,KAKKAD HPS,NA,50,271,24,14.95,24.01,62.29,62.27,90,73.47,88.53,81.63,82.99,NA,NA,NA,NA,NA,NA
642,Southern Region,Kerala,State Sector,KUTTIYADI ADDL EXTN,NA,100,0,0,45.31,70.44,0,64.32,0,101.51,143.61,0,70.68,NA,NA,NA,NA,NA,NA
643,Southern Region,Kerala,State Sector,KUTTIYADI EXTN HPS,NA,50,0,0,22.92,33.62,0,68.17,0,52.71,68.92,0,76.48,NA,NA,NA,NA,NA,NA
644,Southern Region,Kerala,State Sector,KUTTIYADI HPS,NA,75,752,96,20.48,42.97,21.33,47.67,286,45.94,74.96,16.06,61.29,NA,NA,NA,NA,NA,NA
645,Southern Region,Kerala,State Sector,LOWER PERIYAR HPS,NA,180,624,120,80.27,120.01,66.89,66.89,195,153.34,230.84,78.64,66.43,NA,NA,NA,NA,NA,NA
646,Southern Region,Kerala,State Sector,NARIAMANGLAM HPS,NA,52.65,351,55,24.72,36.64,44.95,67.47,122,51.01,75.23,41.81,67.81,NA,NA,NA,NA,NA,NA
647,Southern Region,Kerala,State Sector,PALLIVASAL HPS,NA,37.5,162,14,14.05,13.74,100.36,102.26,51,45.5,51.06,89.22,89.11,NA,NA,NA,NA,NA,NA
648,Southern Region,Kerala,State Sector,PALLIVASAL NEW HPS,NA,NA,86,9,0,0,0,0,18,0,0,0,0,NA,NA,NA,NA,NA,NA
649,Southern Region,Kerala,State Sector,PANNIAR HPS,NA,30,172,19,6.14,16.65,32.32,36.88,59,49.15,51.11,83.31,96.17,NA,NA,NA,NA,NA,NA
650,Southern Region,Kerala,State Sector,PORINGALKUTTU HPS,NA,32,319,57,23.61,27.63,41.42,85.45,100,40.27,58.48,40.27,68.86,NA,NA,NA,NA,NA,NA
651,Southern Region,Kerala,State Sector,SABARIGIRI HPS,NA,300,1401,112,57.63,114.26,51.46,50.44,549,452.77,515.26,82.47,87.87,NA,NA,NA,NA,NA,NA
652,Southern Region,Kerala,State Sector,SENGULAM HPS,NA,48,182,8,18.69,17.74,233.63,105.36,33,26.35,53.83,79.85,48.95,NA,NA,NA,NA,NA,NA
653,Southern Region,Kerala,State Sector,SHOLAYAR HPS,NA,54,237,6,10.39,5.43,173.17,191.34,60,72.33,58.1,120.55,124.49,NA,NA,NA,NA,NA,NA
654,Southern Region,Kerala,State Sector,THOTTIYAR HPS,NA,0,99,25,0,0,0,0,41,0,0,0,0,NA,NA,NA,NA,NA,NA
655,Southern Region,Kerala,State Sector,KSEB,Hydro,1864.15,7668,762,426.65,765.57,55.99,55.73,2855,2108.29,2644.57,73.85,79.72,NA,NA,NA,NA,NA,NA
656,Southern Region,Kerala,State Sector,State Sector,Hydro,1864.15,7668,762,426.65,765.57,55.99,55.73,2855,2108.29,2644.57,73.85,79.72,NA,NA,NA,NA,NA,NA
657,Southern Region,Kerala,Pvt Sector,COCHIN CCPP (Liq.),NA,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
658,Southern Region,Kerala,Pvt Sector,BSES (C),Natural Gas,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
659,Southern Region,Kerala,Pvt Sector,Pvt Sector,Natural Gas,174,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
660,Southern Region,Kerala,Central Sector,R. GANDHI CCPP (Liq.),NA,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
661,Southern Region,Kerala,Central Sector,NTPC Ltd.,Natural Gas,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
662,Southern Region,Kerala,Central Sector,Central,Natural Gas,359.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
663,Southern Region,Kerala,Central Sector,Total,Thermal,159.96,0,0,0,0,0,0,0,0,0.12,0,0,NA,NA,NA,NA,NA,NA
664,Southern Region,Kerala,Central Sector,Total,Natural Gas,533.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
665,Southern Region,Kerala,Central Sector,Total,Hydro,1864.15,7668,762,426.65,765.57,55.99,55.73,2855,2108.29,2644.57,73.85,79.72,NA,NA,NA,NA,NA,NA
666,Southern Region,Kerala,Central Sector,Total,Kerala,2557.69,7668,762,426.65,765.57,55.99,55.73,2855,2108.29,2644.69,73.85,79.72,NA,NA,NA,NA,NA,NA
667,Southern Region,Lakshadweep,State Sector,LAKSHDWEEP DG,NA,26.83,0,0,5.08,0,0,0,0,21.94,0,0,0,NA,NA,NA,NA,NA,NA
668,Southern Region,Lakshadweep,State Sector,LAKSH,Diesel,26.83,0,0,5.08,0,0,0,0,21.94,0,0,0,NA,NA,NA,NA,NA,NA
669,Southern Region,Lakshadweep,State Sector,State Sector,Thermal,26.83,0,0,5.08,0,0,0,0,21.94,0,0,0,NA,NA,NA,NA,NA,NA
670,Southern Region,Lakshadweep,State Sector,Total,Thermal,26.83,0,0,5.08,0,0,0,0,21.94,0,0,0,NA,NA,NA,NA,NA,NA
671,Southern Region,Lakshadweep,State Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
672,Southern Region,Lakshadweep,State Sector,Total,Lakshadweep,26.83,0,0,5.08,0,0,0,0,21.94,0,0,0,NA,NA,NA,NA,NA,NA
673,Southern Region,Puducherry,State Sector,KARAIKAL CCPP,NA,32.5,250,22,21.08,16.18,95.82,130.28,81,83.11,72.61,102.6,114.46,NA,NA,NA,NA,NA,NA
674,Southern Region,Puducherry,State Sector,"P&ED, Pudu.",Natural Gas,32.5,250,22,21.08,16.18,95.82,130.28,81,83.11,72.61,102.6,114.46,NA,NA,NA,NA,NA,NA
675,Southern Region,Puducherry,State Sector,State Sector,Natural Gas,32.5,250,22,21.08,16.18,95.82,130.28,81,83.11,72.61,102.6,114.46,NA,NA,NA,NA,NA,NA
676,Southern Region,Puducherry,State Sector,Total,Natural Gas,32.5,250,22,21.08,16.18,95.82,130.28,81,83.11,72.61,102.6,114.46,NA,NA,NA,NA,NA,NA
677,Southern Region,Puducherry,State Sector,Total,Puducherry,32.5,250,22,21.08,16.18,95.82,130.28,81,83.11,72.61,102.6,114.46,NA,NA,NA,NA,NA,NA
678,Southern Region,Tamil Nadu,State Sector,ENNORE SCTPP,NA,NA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Southern Region,Tamil Nadu,State Sector,METTUR TPS,NA,840,5000,348,465.81,417.94,133.85,111.45,1843,1924.71,1774.09,104.43,108.49,55.68,74.53,66.87,74.93,78.26,72.13
680,Southern Region,Tamil Nadu,State Sector,METTUR TPS - II,NA,600,3000,253,39.12,200.62,15.46,19.5,1189,1018.99,1082.61,85.7,94.12,56.68,8.76,44.94,67.68,58,61.62
681,Southern Region,Tamil Nadu,State Sector,NORTH CHENNAI TPS,NA,1830,12450,953,786.12,656.19,82.49,119.8,4562,3373.47,2912.17,73.95,115.84,48.7,57.74,48.2,59.24,62.96,54.35
682,Southern Region,Tamil Nadu,State Sector,TUTICORIN TPS,NA,1050,6000,351,457.12,407.93,130.23,112.06,2234,2175.29,1515.48,97.37,143.54,44.93,58.52,52.22,72.66,70.75,49.29
683,Southern Region,Tamil Nadu,State Sector,UDANGUDI TPP,NA,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Coal,4320,26650,1905,1748.17,1682.68,91.77,103.89,9828,8492.46,7284.35,86.41,116.59,50.01,54.39,52.35,65.56,67.14,57.59
685,Southern Region,Tamil Nadu,State Sector,State Sector,Thermal,4320,26650,1905,1748.17,1682.68,91.77,103.89,9828,8492.46,7284.35,86.41,116.59,50.01,54.39,52.35,65.56,67.14,57.59
686,Southern Region,Tamil Nadu,State Sector,BASIN BRIDGE GT (Liq.),NA,120,0,0,0,0,0,0,0,0,0.83,0,0,NA,NA,NA,NA,NA,NA
687,Southern Region,Tamil Nadu,State Sector,KOVIKALPAL CCPP,NA,107.88,200,16,12.74,13.66,79.63,93.27,72,47.27,54.2,65.65,87.21,NA,NA,NA,NA,NA,NA
688,Southern Region,Tamil Nadu,State Sector,KUTTALAM CCPP,NA,100,450,36,55.79,53.24,154.97,104.79,164,216.36,157.78,131.93,137.13,NA,NA,NA,NA,NA,NA
