Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to March 2024 - Col (2),December` 2023 - Program - Col (3),December` 2023 - Actual - Col (4),December` 2023 - Actual Same Month 2022-23 - Col (5),December` 2023 - % of Program Col. (4/3) - Col (6),December` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to December` 2023 - Program - Col (8),April` 2023 to December` 2023 - Actual - Col (9),April` 2023 to December` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to December` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to December` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - December` 2023 - Program - Col (13),Plant Load Factor (%) - December` 2023 - Actual - Col (14),Plant Load Factor (%) - December` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to December` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual Same Peroid 2022-23 - Col (18)
835,Eastern Region,Jharkhand,Central Sector,NORTH KARANPURA TPP,NA,660,4500,494,435.49,0,88.16,0,2863,3788.92,0,132.34,0,57.84,88.69,0,60.9,86.98,0
836,Eastern Region,Jharkhand,Central Sector,NTPC Ltd.,Coal,660,4500,494,435.49,0,88.16,0,2863,3788.92,0,132.34,0,57.84,88.69,0,60.9,86.98,0
837,Eastern Region,Jharkhand,Central Sector,Central,Thermal,2660,18500,1734,1582.73,1335.89,91.28,118.48,13508,14407.13,10907.5,106.66,132.08,77.01,79.97,89.78,75.75,82.06,82.63
838,Eastern Region,Jharkhand,Central Sector,PANCHET HPS,NA,80,142,3,2.94,2.49,98,118.07,126,87.22,122.54,69.22,71.18,NA,NA,NA,NA,NA,NA
839,Eastern Region,Jharkhand,Central Sector,DVC,Hydro,80,142,3,2.94,2.49,98,118.07,126,87.22,122.54,69.22,71.18,NA,NA,NA,NA,NA,NA
840,Eastern Region,Jharkhand,Central Sector,Central,Hydro,80,142,3,2.94,2.49,98,118.07,126,87.22,122.54,69.22,71.18,NA,NA,NA,NA,NA,NA
841,Eastern Region,Jharkhand,Central Sector,Total,Thermal,4910,33600,2901,2906.57,2735.26,100.19,106.26,24884,26257.7,22946.4,105.52,114.43,73.66,79.57,86.5,76.14,81.03,81.81
842,Eastern Region,Jharkhand,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
843,Eastern Region,Jharkhand,Central Sector,Total,Hydro,210,252,11,19.98,3,181.64,666,224,179.21,281.07,80,63.76,NA,NA,NA,NA,NA,NA
844,Eastern Region,Jharkhand,Central Sector,Total,Jharkhand,5120,33852,2912,2926.55,2738.26,100.5,106.88,25108,26436.91,23227.47,105.29,113.82,NA,NA,NA,NA,NA,NA
845,Eastern Region,Odisha,State Sector,IB VALLEY TPS,NA,1740,12800,1161,817.41,1102.43,70.41,74.15,9482,8821.81,8725.04,93.04,101.11,89.68,63.14,85.16,82.57,76.82,75.98
846,Eastern Region,Odisha,State Sector,OPGC,Coal,1740,12800,1161,817.41,1102.43,70.41,74.15,9482,8821.81,8725.04,93.04,101.11,89.68,63.14,85.16,82.57,76.82,75.98
847,Eastern Region,Odisha,State Sector,State Sector,Thermal,1740,12800,1161,817.41,1102.43,70.41,74.15,9482,8821.81,8725.04,93.04,101.11,89.68,63.14,85.16,82.57,76.82,75.98
848,Eastern Region,Odisha,State Sector,MACHKUND HPS,NA,114.75,626,51,88.64,51.14,173.8,173.33,467,691.35,420.63,148.04,164.36,NA,NA,NA,NA,NA,NA
849,Eastern Region,Odisha,State Sector,APGENCO,Hydro,114.75,626,51,88.64,51.14,173.8,173.33,467,691.35,420.63,148.04,164.36,NA,NA,NA,NA,NA,NA
850,Eastern Region,Odisha,State Sector,BALIMELA HPS,NA,510,1183,92,78.59,62.17,85.42,126.41,989,841.23,883.84,85.06,95.18,NA,NA,NA,NA,NA,NA
851,Eastern Region,Odisha,State Sector,CHIPLIMA HPS,NA,72,650,24,14.45,13.75,60.21,105.09,565,249.44,287.58,44.15,86.74,NA,NA,NA,NA,NA,NA
852,Eastern Region,Odisha,State Sector,HIRAKUD HPS,NA,287.8,330,19,22.44,23.61,118.11,95.04,280,788.68,844.04,281.67,93.44,NA,NA,NA,NA,NA,NA
853,Eastern Region,Odisha,State Sector,RENGALI HPS,NA,250,950,21,39.11,38.91,186.24,100.51,882,684.13,660.18,77.57,103.63,NA,NA,NA,NA,NA,NA
854,Eastern Region,Odisha,State Sector,UPPER INDRAVATI HPS,NA,600,1600,11,16.98,8.46,154.36,200.71,1207,1259.67,1051.08,104.36,119.85,NA,NA,NA,NA,NA,NA
855,Eastern Region,Odisha,State Sector,UPPER KOLAB HPS,NA,320,650,33,9.66,20.91,29.27,46.2,438,382.88,317.25,87.42,120.69,NA,NA,NA,NA,NA,NA
856,Eastern Region,Odisha,State Sector,OHPC,Hydro,2039.8,5363,200,181.23,167.81,90.62,108,4361,4206.03,4043.97,96.45,104.01,NA,NA,NA,NA,NA,NA
857,Eastern Region,Odisha,State Sector,State Sector,Hydro,2154.55,5989,251,269.87,218.95,107.52,123.26,4828,4897.38,4464.6,101.44,109.69,NA,NA,NA,NA,NA,NA
858,Eastern Region,Odisha,Pvt Sector,KAMALANGA TPS,NA,1050,7200,523,608.9,628.89,116.42,96.82,5212,5622.41,5066.68,107.87,110.97,66.95,77.94,80.5,75.21,81.13,73.11
859,Eastern Region,Odisha,Pvt Sector,GMR ENERG,Coal,1050,7200,523,608.9,628.89,116.42,96.82,5212,5622.41,5066.68,107.87,110.97,66.95,77.94,80.5,75.21,81.13,73.11
860,Eastern Region,Odisha,Pvt Sector,UTKAL TPP (IND BARATH),NA,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Eastern Region,Odisha,Pvt Sector,IBPIL,Coal,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Eastern Region,Odisha,Pvt Sector,ICCL IMP,NA,0,250,21,31.63,30.69,150.62,103.06,188,253.26,237.94,134.71,106.44,NA,NA,NA,NA,NA,NA
863,Eastern Region,Odisha,Pvt Sector,ICCL,Coal,0,250,21,31.63,30.69,150.62,103.06,188,253.26,237.94,134.71,106.44,0,0,0,0,0,0
864,Eastern Region,Odisha,Pvt Sector,DERANG TPP,NA,1200,6800,611,863.94,753.07,141.4,114.72,4961,6309.14,5676.4,127.17,111.15,68.44,96.77,84.35,62.64,79.66,71.67
865,Eastern Region,Odisha,Pvt Sector,JITPL,Coal,1200,6800,611,863.94,753.07,141.4,114.72,4961,6309.14,5676.4,127.17,111.15,68.44,96.77,84.35,62.64,79.66,71.67
866,Eastern Region,Odisha,Pvt Sector,LANCO BABANDH TPP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Eastern Region,Odisha,Pvt Sector,LBPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Eastern Region,Odisha,Pvt Sector,NALCO IMP,NA,0,100,8,3.54,0,44.25,0,75,64.63,0,86.17,0,NA,NA,NA,NA,NA,NA
869,Eastern Region,Odisha,Pvt Sector,NALCO,Coal,0,100,8,3.54,0,44.25,0,75,64.63,0,86.17,0,0,0,0,0,0,0
870,Eastern Region,Odisha,Pvt Sector,VEDANTA TPP,NA,600,3000,244,279.99,219.62,114.75,127.49,2263,1999.63,2410.35,88.36,82.96,54.66,62.72,49.2,57.15,50.5,60.87
871,Eastern Region,Odisha,Pvt Sector,VEDANTA,Coal,600,3000,244,279.99,219.62,114.75,127.49,2263,1999.63,2410.35,88.36,82.96,54.66,62.72,49.2,57.15,50.5,60.87
872,Eastern Region,Odisha,Pvt Sector,Pvt Sector,Thermal,3200,17350,1407,1788,1632.27,127.08,109.54,12699,14249.07,13391.37,112.21,106.4,57.88,73.62,67.27,58.88,65.96,62.28
873,Eastern Region,Odisha,Central Sector,ROURKELA PP-II EXPANSION,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Eastern Region,Odisha,Central Sector,NSPCL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Eastern Region,Odisha,Central Sector,DARLIPALI STPS,NA,1600,12700,584,1076.19,1129.54,184.28,95.28,9506,8637,8107.79,90.86,106.53,49.06,90.41,94.89,90.02,81.79,76.78
876,Eastern Region,Odisha,Central Sector,TALCHER STPS,NA,3000,24125,2166,2083.55,1919.39,96.19,108.55,17759,16922.1,17367.97,95.29,97.43,97.04,93.35,85.99,89.69,85.47,87.72
877,Eastern Region,Odisha,Central Sector,NTPC Ltd.,Coal,4600,36825,2750,3159.74,3048.93,114.9,103.63,27265,25559.1,25475.76,93.74,100.33,80.35,92.33,89.09,89.81,84.19,83.91
878,Eastern Region,Odisha,Central Sector,Central,Thermal,4600,36825,2750,3159.74,3048.93,114.9,103.63,27265,25559.1,25475.76,93.74,100.33,76.21,92.33,89.09,85.18,84.19,83.91
879,Eastern Region,Odisha,Central Sector,Total,Thermal,9540,66975,5318,5765.15,5783.63,108.41,99.68,49446,48629.98,47592.17,98.35,102.18,72.61,80.73,81.05,76.12,76.73,75.21
880,Eastern Region,Odisha,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
881,Eastern Region,Odisha,Central Sector,Total,Hydro,2154.55,5989,251,269.87,218.95,107.52,123.26,4828,4897.38,4464.6,101.44,109.69,NA,NA,NA,NA,NA,NA
882,Eastern Region,Odisha,Central Sector,Total,Odisha,11694.55,72964,5569,6035.02,6002.58,108.37,100.54,54274,53527.36,52056.77,98.62,102.82,NA,NA,NA,NA,NA,NA
883,Eastern Region,Sikkim,State Sector,TEESTA-III HPS,NA,1200,5652,205,0,214.35,0,0,5095,4292.76,5702.48,84.25,75.28,NA,NA,NA,NA,NA,NA
884,Eastern Region,Sikkim,State Sector,TUL,Hydro,1200,5652,205,0,214.35,0,0,5095,4292.76,5702.48,84.25,75.28,NA,NA,NA,NA,NA,NA
885,Eastern Region,Sikkim,State Sector,State Sector,Hydro,1200,5652,205,0,214.35,0,0,5095,4292.76,5702.48,84.25,75.28,NA,NA,NA,NA,NA,NA
886,Eastern Region,Sikkim,Pvt Sector,JORETHANG LOOP,NA,96,412,16,16.28,14.07,101.75,115.71,380,350.59,406.74,92.26,86.2,NA,NA,NA,NA,NA,NA
887,Eastern Region,Sikkim,Pvt Sector,DEPL,Hydro,96,412,16,16.28,14.07,101.75,115.71,380,350.59,406.74,92.26,86.2,NA,NA,NA,NA,NA,NA
888,Eastern Region,Sikkim,Pvt Sector,CHUZACHEN HPS,NA,110,537,12,12.45,11.48,103.75,108.45,506,451.87,482.97,89.3,93.56,NA,NA,NA,NA,NA,NA
889,Eastern Region,Sikkim,Pvt Sector,GIPL,Hydro,110,537,12,12.45,11.48,103.75,108.45,506,451.87,482.97,89.3,93.56,NA,NA,NA,NA,NA,NA
890,Eastern Region,Sikkim,Pvt Sector,RONGNICHU HPS,NA,113,442,16,10.29,10.81,64.31,95.19,407,378.72,413.07,93.05,91.68,NA,NA,NA,NA,NA,NA
891,Eastern Region,Sikkim,Pvt Sector,MBPC,Hydro,113,442,16,10.29,10.81,64.31,95.19,407,378.72,413.07,93.05,91.68,NA,NA,NA,NA,NA,NA
892,Eastern Region,Sikkim,Pvt Sector,TASHIDING HPS,NA,97,436,16,16.88,15.41,105.5,109.54,405,398.04,425.33,98.28,93.58,NA,NA,NA,NA,NA,NA
893,Eastern Region,Sikkim,Pvt Sector,SEPL,Hydro,97,436,16,16.88,15.41,105.5,109.54,405,398.04,425.33,98.28,93.58,NA,NA,NA,NA,NA,NA
894,Eastern Region,Sikkim,Pvt Sector,DIKCHU HPS,NA,96,463,10,0,11.81,0,0,437,394.08,507.08,90.18,77.72,NA,NA,NA,NA,NA,NA
895,Eastern Region,Sikkim,Pvt Sector,SKPPPL,Hydro,96,463,10,0,11.81,0,0,437,394.08,507.08,90.18,77.72,NA,NA,NA,NA,NA,NA
896,Eastern Region,Sikkim,Pvt Sector,Pvt Sector,Hydro,512,2290,70,55.9,63.58,79.86,87.92,2135,1973.3,2235.19,92.43,88.28,NA,NA,NA,NA,NA,NA
897,Eastern Region,Sikkim,Central Sector,RANGIT HPS,NA,60,318,16,14.85,16.07,92.81,92.41,283,260.31,314.29,91.98,82.82,NA,NA,NA,NA,NA,NA
898,Eastern Region,Sikkim,Central Sector,TEESTA V HPS,NA,510,2694,89,0,99.02,0,0,2460,1965.98,2606.9,79.92,75.41,NA,NA,NA,NA,NA,NA
899,Eastern Region,Sikkim,Central Sector,NHPC,Hydro,570,3012,105,14.85,115.09,14.14,12.9,2743,2226.29,2921.19,81.16,76.21,NA,NA,NA,NA,NA,NA
900,Eastern Region,Sikkim,Central Sector,Central,Hydro,570,3012,105,14.85,115.09,14.14,12.9,2743,2226.29,2921.19,81.16,76.21,NA,NA,NA,NA,NA,NA
901,Eastern Region,Sikkim,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
902,Eastern Region,Sikkim,Central Sector,Total,Hydro,2282,10954,380,70.75,393.02,18.62,18,9973,8492.35,10858.86,85.15,78.21,NA,NA,NA,NA,NA,NA
903,Eastern Region,Sikkim,Central Sector,Total,Sikkim,2282,10954,380,70.75,393.02,18.62,18,9973,8492.35,10858.86,85.15,78.21,NA,NA,NA,NA,NA,NA
904,Eastern Region,West Bengal,State Sector,D.P.L. TPS,NA,550,2500,222,62.9,245.53,28.33,25.62,1861,1594.72,1956.94,85.69,81.49,54.25,15.37,60,51.27,43.93,53.91
905,Eastern Region,West Bengal,State Sector,DPL,Coal,550,2500,222,62.9,245.53,28.33,25.62,1861,1594.72,1956.94,85.69,81.49,54.25,15.37,60,51.27,43.93,53.91
906,Eastern Region,West Bengal,State Sector,BAKRESWAR TPS,NA,1050,8425,725,682.51,691.06,94.14,98.76,6199,5911.46,6197.41,95.36,95.39,92.81,87.37,88.46,89.45,85.3,89.43
907,Eastern Region,West Bengal,State Sector,BANDEL TPS,NA,270,1750,70,158.52,144.64,226.46,109.6,1279,1369.09,1345.17,107.04,101.78,34.85,78.91,72,71.77,76.83,75.49
908,Eastern Region,West Bengal,State Sector,KOLAGHAT TPS,NA,840,4500,377,541.84,443.69,143.72,122.12,3440,3887.77,3580.93,113.02,108.57,60.32,86.7,70.99,62.05,70.13,64.59
909,Eastern Region,West Bengal,State Sector,SAGARDIGHI TPS,NA,1600,11000,989,786.98,1143.51,79.57,68.82,8015,8206.81,9112.68,102.39,90.06,83.08,66.11,96.06,75.9,77.72,86.29
910,Eastern Region,West Bengal,State Sector,SANTALDIH TPS,NA,500,3500,309,347.8,368.1,112.56,94.49,2667,3015.97,2912.31,113.08,103.56,83.06,93.49,98.95,80.82,91.39,88.25
911,Eastern Region,West Bengal,State Sector,WBPDC,Coal,4260,29175,2470,2517.65,2791,101.93,90.21,21600,22391.1,23148.5,103.66,96.73,77.93,79.44,88.06,76.82,79.64,82.33
912,Eastern Region,West Bengal,State Sector,State Sector,Thermal,4810,31675,2692,2580.55,3036.53,95.86,84.98,23461,23985.82,25105.44,102.24,95.54,75.22,72.11,84.85,73.9,75.56,79.08
913,Eastern Region,West Bengal,State Sector,HALDIA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
914,Eastern Region,West Bengal,State Sector,KASBA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
915,Eastern Region,West Bengal,State Sector,WBPDC,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
916,Eastern Region,West Bengal,State Sector,State Sector,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
917,Eastern Region,West Bengal,State Sector,JALDHAKA HPS ST-I,NA,36,142,5,6.85,9.24,137,74.13,137,148.63,160.79,108.49,92.44,NA,NA,NA,NA,NA,NA
918,Eastern Region,West Bengal,State Sector,PURULIA PSS HPS,NA,900,1200,110,117.4,162.51,106.73,72.24,900,994.47,1123.15,110.5,88.54,NA,NA,NA,NA,NA,NA
919,Eastern Region,West Bengal,State Sector,RAMMAM HPS,NA,50,218,12,11.15,12.9,92.92,86.43,210,136.72,219.21,65.1,62.37,NA,NA,NA,NA,NA,NA
920,Eastern Region,West Bengal,State Sector,WBSEDCL,Hydro,986,1560,127,135.4,184.65,106.61,73.33,1247,1279.82,1503.15,102.63,85.14,NA,NA,NA,NA,NA,NA
921,Eastern Region,West Bengal,State Sector,State Sector,Hydro,986,1560,127,135.4,184.65,106.61,73.33,1247,1279.82,1503.15,102.63,85.14,NA,NA,NA,NA,NA,NA
922,Eastern Region,West Bengal,Pvt Sector,BUDGE BUDGE TPS,NA,750,5900,374,426.44,337.37,114.02,126.4,4373,4494.05,3979.73,102.77,112.92,67.03,76.42,60.46,88.34,90.79,80.4
923,Eastern Region,West Bengal,Pvt Sector,SOUTHERN REPL. TPS,NA,135,360,26,32.88,0.76,126.46,4326.32,271,589.59,571.93,217.56,103.09,25.89,32.74,0.76,30.42,66.17,64.19
924,Eastern Region,West Bengal,Pvt Sector,TITAGARH TPS,NA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Eastern Region,West Bengal,Pvt Sector,CESC,Coal,1125,6260,400,459.32,338.13,114.83,135.84,4644,5083.64,4551.66,109.47,111.69,47.79,54.88,40.4,62.55,68.47,61.3
926,Eastern Region,West Bengal,Pvt Sector,DISHERGARH TPP,NA,12,0,0,2.89,8.86,0,32.62,0,33.16,25.24,0,131.38,0,32.37,99.24,0,41.87,31.87
927,Eastern Region,West Bengal,Pvt Sector,DPSCLTD,Coal,12,0,0,2.89,8.86,0,32.62,0,33.16,25.24,0,131.38,0,32.37,99.24,0,41.87,31.87
928,Eastern Region,West Bengal,Pvt Sector,HALDIA TPP,NA,600,4500,391,286.77,332.81,73.34,86.17,3440,3452.67,3347.71,100.37,103.14,87.59,64.24,74.55,86.87,87.19,84.54
929,Eastern Region,West Bengal,Pvt Sector,HEL,Coal,600,4500,391,286.77,332.81,73.34,86.17,3440,3452.67,3347.71,100.37,103.14,87.59,64.24,74.55,86.87,87.19,84.54
930,Eastern Region,West Bengal,Pvt Sector,HIRANMAYE TPP,NA,300,1800,145,141.06,166.33,97.28,84.81,1359,1371.23,1405.82,100.9,97.54,64.96,63.2,74.52,68.64,69.25,71
931,Eastern Region,West Bengal,Pvt Sector,HMEL,Coal,300,1800,145,141.06,166.33,97.28,84.81,1359,1371.23,1405.82,100.9,97.54,64.96,63.2,74.52,68.64,69.25,71
932,Eastern Region,West Bengal,Pvt Sector,Pvt Sector,Thermal,2037,12560,936,890.04,846.13,95.09,105.19,9443,9940.7,9330.43,105.27,106.54,62.13,58.73,55.83,70.65,73.94,69.4
933,Eastern Region,West Bengal,Central Sector,DURGAPUR STEEL TPS,NA,1000,6900,326,539.25,660.1,165.41,81.69,5069,5558.85,5109.23,109.66,108.8,43.82,72.48,88.72,76.8,84.23,77.41
934,Eastern Region,West Bengal,Central Sector,DURGAPUR TPS,NA,0,0,0,0,0,0,0,0,0,135.12,0,0,0,0,0,0,0,9.75
935,Eastern Region,West Bengal,Central Sector,MEJIA TPS,NA,2340,16100,1401,1430.93,1367.1,102.14,104.67,12179,11498.88,11571.45,94.42,99.37,80.47,82.19,78.53,78.86,74.46,74.93
936,Eastern Region,West Bengal,Central Sector,RAGHUNATHPUR TPP,NA,1200,6700,585,583.97,289.01,99.82,202.06,4886,5336.15,4003.5,109.21,133.29,65.52,65.41,32.37,61.69,67.38,50.55
937,Eastern Region,West Bengal,Central Sector,DVC,Coal,4540,29700,2312,2554.15,2316.21,110.47,110.27,22134,22393.88,20819.3,101.17,107.56,68.45,75.62,65.54,73.87,74.74,66.41
938,Eastern Region,West Bengal,Central Sector,FARAKKA STPS,NA,2100,13700,1001,1086.75,837.79,108.57,129.72,10148,10361.61,8823.61,102.1,117.43,64.07,69.56,53.62,73.22,74.76,63.66
939,Eastern Region,West Bengal,Central Sector,NTPC Ltd.,Coal,2100,13700,1001,1086.75,837.79,108.57,129.72,10148,10361.61,8823.61,102.1,117.43,64.07,69.56,53.62,73.22,74.76,63.66
940,Eastern Region,West Bengal,Central Sector,CENTRAL,Thermal,6640,43400,3313,3640.9,3154,109.9,115.44,32282,32755.49,29642.91,101.47,110.5,67.06,73.7,61.89,73.66,74.74,65.57
941,Eastern Region,West Bengal,Central Sector,MAITHON HPS,NA,63.2,144,4,1.26,2.92,31.5,43.15,126,70.92,85.1,56.29,83.34,NA,NA,NA,NA,NA,NA
942,Eastern Region,West Bengal,Central Sector,DVC,Hydro,63.2,144,4,1.26,2.92,31.5,43.15,126,70.92,85.1,56.29,83.34,NA,NA,NA,NA,NA,NA
943,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-III HPS,NA,132,559,16,0,17.92,0,0,520,405.28,570.94,77.94,70.98,NA,NA,NA,NA,NA,NA
944,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-IV HPS,NA,160,720,21,24.79,18.33,118.05,135.24,673,596.74,702.1,88.67,84.99,NA,NA,NA,NA,NA,NA
945,Eastern Region,West Bengal,Central Sector,NHPC,Hydro,292,1279,37,24.79,36.25,67,68.39,1193,1002.02,1273.04,83.99,78.71,NA,NA,NA,NA,NA,NA
946,Eastern Region,West Bengal,Central Sector,Central,Hydro,355.2,1423,41,26.05,39.17,63.54,66.5,1319,1072.94,1358.14,81.34,79,NA,NA,NA,NA,NA,NA
947,Eastern Region,West Bengal,Central Sector,Total,Thermal,13487,87635,6941,7111.49,7036.66,102.46,101.06,65186,66682.01,64078.78,102.29,104.06,69.23,70.87,69.05,73.3,74.91,70.88
948,Eastern Region,West Bengal,Central Sector,Total,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
949,Eastern Region,West Bengal,Central Sector,Total,Hydro,1341.2,2983,168,161.45,223.82,96.1,72.13,2566,2352.76,2861.29,91.69,82.23,NA,NA,NA,NA,NA,NA
950,Eastern Region,West Bengal,Central Sector,Total,West Bengal,14908.2,90618,7109,7272.94,7260.48,102.31,100.17,67752,69034.77,66940.07,101.89,103.13,NA,NA,NA,NA,NA,NA
951,North Eastern Region,Arunachal Pradesh,Central Sector,KAMENG HPS,NA,600,2500,125,128.23,157.95,102.58,81.18,2165,2297.61,2558.7,106.13,89.8,NA,NA,NA,NA,NA,NA
952,North Eastern Region,Arunachal Pradesh,Central Sector,PARE,NA,110,480,12,15.64,21.19,130.33,73.81,444,403.65,483.62,90.91,83.46,NA,NA,NA,NA,NA,NA
953,North Eastern Region,Arunachal Pradesh,Central Sector,RANGANADI HPS,NA,405,1233,44,38.98,51.79,88.59,75.27,1132,1051.72,1242.45,92.91,84.65,NA,NA,NA,NA,NA,NA
954,North Eastern Region,Arunachal Pradesh,Central Sector,NEEPCO.,Hydro,1115,4213,181,182.85,230.93,101.02,79.18,3741,3752.98,4284.77,100.32,87.59,NA,NA,NA,NA,NA,NA
955,North Eastern Region,Arunachal Pradesh,Central Sector,LOWER SUBANSIRI HEP,NA,0,5429,249,0,0,0,0,4816,0,0,0,0,NA,NA,NA,NA,NA,NA
956,North Eastern Region,Arunachal Pradesh,Central Sector,NHPC,Hydro,0,5429,249,0,0,0,0,4816,0,0,0,0,NA,NA,NA,NA,NA,NA
957,North Eastern Region,Arunachal Pradesh,Central Sector,Central,Hydro,1115,9642,430,182.85,230.93,42.52,79.18,8557,3752.98,4284.77,43.86,87.59,NA,NA,NA,NA,NA,NA
958,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
959,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Hydro,1115,9642,430,182.85,230.93,42.52,79.18,8557,3752.98,4284.77,43.86,87.59,NA,NA,NA,NA,NA,NA
960,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Arunachal Pradesh,1115,9642,430,182.85,230.93,42.52,79.18,8557,3752.98,4284.77,43.86,87.59,NA,NA,NA,NA,NA,NA
961,North Eastern Region,Assam,State Sector,LAKWA GT,NA,97.2,500,44,8.01,44.26,18.2,18.1,382,335.49,406.24,87.82,82.58,NA,NA,NA,NA,NA,NA
962,North Eastern Region,Assam,State Sector,LAKWA REPLACEMENT POWER PROJECT,NA,69.76,560,48,39.25,45.77,81.77,85.75,424,357.08,370.45,84.22,96.39,NA,NA,NA,NA,NA,NA
963,North Eastern Region,Assam,State Sector,NAMRUP CCPP,NA,139.4,775,68,74.73,65.02,109.9,114.93,593,606.45,470.98,102.27,128.76,NA,NA,NA,NA,NA,NA
964,North Eastern Region,Assam,State Sector,APGCL,Natural Gas,306.36,1835,160,121.99,155.05,76.24,78.68,1399,1299.02,1247.67,92.85,104.12,NA,NA,NA,NA,NA,NA
965,North Eastern Region,Assam,State Sector,State Sector,Natural Gas,306.36,1835,160,121.99,155.05,76.24,78.68,1399,1299.02,1247.67,92.85,104.12,NA,NA,NA,NA,NA,NA
966,North Eastern Region,Assam,State Sector,KARBI LANGPI HPS,NA,100,380,14,22.29,26.52,159.21,84.05,359,315.66,435.53,87.93,72.48,NA,NA,NA,NA,NA,NA
967,North Eastern Region,Assam,State Sector,APGCL,Hydro,100,380,14,22.29,26.52,159.21,84.05,359,315.66,435.53,87.93,72.48,NA,NA,NA,NA,NA,NA
968,North Eastern Region,Assam,State Sector,State Sector,Hydro,100,380,14,22.29,26.52,159.21,84.05,359,315.66,435.53,87.93,72.48,NA,NA,NA,NA,NA,NA
969,North Eastern Region,Assam,Central Sector,BONGAIGAON TPP,NA,750,5650,495,420.66,358.02,84.98,117.5,4371,3930.55,3816.98,89.92,102.98,88.71,75.39,64.16,88.3,79.41,77.11
970,North Eastern Region,Assam,Central Sector,NTPC Ltd.,Coal,750,5650,495,420.66,358.02,84.98,117.5,4371,3930.55,3816.98,89.92,102.98,88.71,75.39,64.16,88.3,79.41,77.11
971,North Eastern Region,Assam,Central Sector,CENTRAL,Thermal,750,5650,495,420.66,358.02,84.98,117.5,4371,3930.55,3816.98,89.92,102.98,88.71,75.39,64.16,88.3,79.41,77.11
972,North Eastern Region,Assam,Central Sector,KATHALGURI CCPP,NA,291,1800,131,136.51,137.52,104.21,99.27,1349,1242.56,1273.05,92.11,97.6,NA,NA,NA,NA,NA,NA
973,North Eastern Region,Assam,Central Sector,NEEPCO.,Natural Gas,291,1800,131,136.51,137.52,104.21,99.27,1349,1242.56,1273.05,92.11,97.6,NA,NA,NA,NA,NA,NA
974,North Eastern Region,Assam,Central Sector,CENTRAL,Natural Gas,291,1800,131,136.51,137.52,104.21,99.27,1349,1242.56,1273.05,92.11,97.6,NA,NA,NA,NA,NA,NA
975,North Eastern Region,Assam,Central Sector,KHONDONG HPS,NA,50,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
976,North Eastern Region,Assam,Central Sector,KOPILI HPS,NA,200,338,32,18.5,0,57.81,0,282,202.86,0,71.94,0,NA,NA,NA,NA,NA,NA
977,North Eastern Region,Assam,Central Sector,NEEPCO.,Hydro,250,338,32,18.5,0,57.81,0,282,202.86,0,71.94,0,NA,NA,NA,NA,NA,NA
978,North Eastern Region,Assam,Central Sector,Central,Hydro,250,338,32,18.5,0,57.81,0,282,202.86,0,71.94,0,NA,NA,NA,NA,NA,NA
