Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),September` 2023 - Program - Col (3),September` 2023 - Actual - Col (4),September` 2023 - Actual Same Month 2022-23 - Col (5),September` 2023 - % of Program Col. (4/3) - Col (6),September` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to September` 2023 - Program - Col (8),April` 2023 to September` 2023 - Actual - Col (9),April` 2023 to September` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to September` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to September` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - September` 2023 - Program - Col (13),Plant Load Factor (%) - September` 2023 - Actual - Col (14),Plant Load Factor (%) - September` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to September` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to September` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to September` 2023 - Actual Same Peroid 2022-23 - Col (18)
827,Eastern Region,Jharkhand,Pvt Sector,MPL,Coal,1050,7400,622,719.35,665.19,115.65,108.14,3936,4049.29,4034.26,102.88,100.37,82.28,95.15,87.99,85.35,87.81,87.48
828,Eastern Region,Jharkhand,Pvt Sector,JOJOBERA TPS,NA,240,1700,134,153.02,144.97,114.19,105.55,852,966.06,922.03,113.39,104.78,77.55,88.55,83.89,80.83,91.65,87.47
829,Eastern Region,Jharkhand,Pvt Sector,TATA PCL,Coal,240,1700,134,153.02,144.97,114.19,105.55,852,966.06,922.03,113.39,104.78,77.55,88.55,83.89,80.83,91.65,87.47
830,Eastern Region,Jharkhand,Pvt Sector,Pvt Sector,Thermal,1830,12800,1055,1242.99,1112.79,117.82,111.7,6599,6731.73,6865.17,102.01,98.06,80.07,94.34,84.46,82.1,83.76,85.42
831,Eastern Region,Jharkhand,Central Sector,BOKARO TPS `A` EXP,NA,500,3500,311,297.43,295.3,95.64,100.72,1946,1733.56,1874.84,89.08,92.46,86.39,82.62,82.03,88.62,78.94,85.38
832,Eastern Region,Jharkhand,Central Sector,CHANDRAPURA (DVC) TPS,NA,500,3500,274,328.25,287.86,119.8,114.03,1756,1892.65,1784.02,107.78,106.09,76.11,91.18,79.96,79.96,86.19,81.24
833,Eastern Region,Jharkhand,Central Sector,KODARMA TPP,NA,1000,7000,325,666.02,468.89,204.93,142.04,3385,3771.6,3503,111.42,107.67,45.14,92.5,65.12,77.07,85.87,79.76
834,Eastern Region,Jharkhand,Central Sector,DVC,Coal,2000,14000,910,1291.7,1052.05,141.95,122.78,7087,7397.81,7161.86,104.39,103.29,63.19,89.7,73.06,80.68,84.22,81.53
835,Eastern Region,Jharkhand,Central Sector,NORTH KARANPURA TPP,NA,660,4500,272,444.94,0,163.58,0,1819,2454.13,0,134.92,0,57.24,93.63,0,62.75,84.66,0
836,Eastern Region,Jharkhand,Central Sector,NTPC Ltd.,Coal,660,4500,272,444.94,0,163.58,0,1819,2454.13,0,134.92,0,57.24,93.63,0,62.75,84.66,0
837,Eastern Region,Jharkhand,Central Sector,Central,Thermal,2660,18500,1182,1736.64,1052.05,146.92,165.07,8906,9851.94,7161.86,110.62,137.56,61.72,90.68,73.06,76.23,84.33,81.53
838,Eastern Region,Jharkhand,Central Sector,PANCHET HPS,NA,80,142,23,27.32,36.69,118.78,74.46,96,48.38,82.61,50.4,58.56,NA,NA,NA,NA,NA,NA
839,Eastern Region,Jharkhand,Central Sector,DVC,Hydro,80,142,23,27.32,36.69,118.78,74.46,96,48.38,82.61,50.4,58.56,NA,NA,NA,NA,NA,NA
840,Eastern Region,Jharkhand,Central Sector,Central,Hydro,80,142,23,27.32,36.69,118.78,74.46,96,48.38,82.61,50.4,58.56,NA,NA,NA,NA,NA,NA
841,Eastern Region,Jharkhand,Central Sector,Total,Thermal,4910,33600,2420,3134.36,2375.62,129.52,131.94,16623,17585.37,15332.13,105.79,114.7,68.45,88.66,77.63,77.08,81.55,82.14
842,Eastern Region,Jharkhand,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
843,Eastern Region,Jharkhand,Central Sector,Total,Hydro,210,252,49,31.81,91.43,64.92,34.79,164,69.36,173.81,42.29,39.91,NA,NA,NA,NA,NA,NA
844,Eastern Region,Jharkhand,Central Sector,Total,Jharkhand,5120,33852,2469,3166.17,2467.05,128.24,128.34,16787,17654.73,15505.94,105.17,113.86,NA,NA,NA,NA,NA,NA
845,Eastern Region,Odisha,State Sector,IB VALLEY TPS,NA,1740,12800,679,903.11,999.43,133.01,90.36,6425,6145.64,5554.59,95.65,110.64,54.2,72.09,79.78,84.07,80.42,72.68
846,Eastern Region,Odisha,State Sector,OPGC,Coal,1740,12800,679,903.11,999.43,133.01,90.36,6425,6145.64,5554.59,95.65,110.64,54.2,72.09,79.78,84.07,80.42,72.68
847,Eastern Region,Odisha,State Sector,State Sector,Thermal,1740,12800,679,903.11,999.43,133.01,90.36,6425,6145.64,5554.59,95.65,110.64,54.2,72.09,79.78,84.07,80.42,72.68
848,Eastern Region,Odisha,State Sector,MACHKUND HPS,NA,114.75,626,50,69.55,37.5,139.1,185.47,319,433.5,271.79,135.89,159.5,NA,NA,NA,NA,NA,NA
849,Eastern Region,Odisha,State Sector,APGENCO,Hydro,114.75,626,50,69.55,37.5,139.1,185.47,319,433.5,271.79,135.89,159.5,NA,NA,NA,NA,NA,NA
850,Eastern Region,Odisha,State Sector,BALIMELA HPS,NA,510,1183,150,108.56,67.33,72.37,161.24,673,560.39,672.51,83.27,83.33,NA,NA,NA,NA,NA,NA
851,Eastern Region,Odisha,State Sector,CHIPLIMA HPS,NA,72,650,134,37.85,43.9,28.25,86.22,420,177.8,195.01,42.33,91.17,NA,NA,NA,NA,NA,NA
852,Eastern Region,Odisha,State Sector,HIRAKUD HPS,NA,287.8,330,43,177.77,189.23,413.42,93.94,187,610.81,594.33,326.64,102.77,NA,NA,NA,NA,NA,NA
853,Eastern Region,Odisha,State Sector,RENGALI HPS,NA,250,950,144,109.09,143.62,75.76,75.96,710,463.41,438.91,65.27,105.58,NA,NA,NA,NA,NA,NA
854,Eastern Region,Odisha,State Sector,UPPER INDRAVATI HPS,NA,600,1600,216,156.86,328.91,72.62,47.69,890,880.96,660.82,98.98,133.31,NA,NA,NA,NA,NA,NA
855,Eastern Region,Odisha,State Sector,UPPER KOLAB HPS,NA,320,650,76,47.64,43.06,62.68,110.64,298,284.53,201.35,95.48,141.31,NA,NA,NA,NA,NA,NA
856,Eastern Region,Odisha,State Sector,OHPC,Hydro,2039.8,5363,763,637.77,816.05,83.59,78.15,3178,2977.9,2762.93,93.7,107.78,NA,NA,NA,NA,NA,NA
857,Eastern Region,Odisha,State Sector,State Sector,Hydro,2154.55,5989,813,707.32,853.55,87,82.87,3497,3411.4,3034.72,97.55,112.41,NA,NA,NA,NA,NA,NA
858,Eastern Region,Odisha,Pvt Sector,KAMALANGA TPS,NA,1050,7200,466,532.52,504.73,114.27,105.51,3654,3650.5,3326.21,99.9,109.75,61.64,70.44,66.76,79.23,79.16,72.13
859,Eastern Region,Odisha,Pvt Sector,GMR ENERG,Coal,1050,7200,466,532.52,504.73,114.27,105.51,3654,3650.5,3326.21,99.9,109.75,61.64,70.44,66.76,79.23,79.16,72.13
860,Eastern Region,Odisha,Pvt Sector,UTKAL TPP (IND BARATH),NA,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Eastern Region,Odisha,Pvt Sector,IBPIL,Coal,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Eastern Region,Odisha,Pvt Sector,ICCL IMP,NA,0,250,20,0,22.15,0,0,126,156.65,144.68,124.33,108.27,NA,NA,NA,NA,NA,NA
863,Eastern Region,Odisha,Pvt Sector,ICCL,Coal,0,250,20,0,22.15,0,0,126,156.65,144.68,124.33,108.27,0,0,0,0,0,0
864,Eastern Region,Odisha,Pvt Sector,DERANG TPP,NA,1200,6800,563,757.19,722.46,134.49,104.81,3208,3870.26,3670.56,120.64,105.44,65.16,87.64,83.62,60.87,73.43,69.64
865,Eastern Region,Odisha,Pvt Sector,JITPL,Coal,1200,6800,563,757.19,722.46,134.49,104.81,3208,3870.26,3670.56,120.64,105.44,65.16,87.64,83.62,60.87,73.43,69.64
866,Eastern Region,Odisha,Pvt Sector,LANCO BABANDH TPP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Eastern Region,Odisha,Pvt Sector,LBPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Eastern Region,Odisha,Pvt Sector,NALCO IMP,NA,0,100,8,12.75,0,159.38,0,51,52.34,0,102.63,0,NA,NA,NA,NA,NA,NA
869,Eastern Region,Odisha,Pvt Sector,NALCO,Coal,0,100,8,12.75,0,159.38,0,51,52.34,0,102.63,0,0,0,0,0,0,0
870,Eastern Region,Odisha,Pvt Sector,VEDANTA TPP,NA,600,3000,233,234.51,232.96,100.65,100.67,1551,1221.48,1608.4,78.75,75.94,53.94,54.28,53.93,58.86,46.35,61.04
871,Eastern Region,Odisha,Pvt Sector,VEDANTA,Coal,600,3000,233,234.51,232.96,100.65,100.67,1551,1221.48,1608.4,78.75,75.94,53.94,54.28,53.93,58.86,46.35,61.04
872,Eastern Region,Odisha,Pvt Sector,Pvt Sector,Thermal,3200,17350,1290,1536.97,1482.3,119.14,103.69,8590,8951.23,8749.85,104.21,102.3,54.77,66.16,63.37,59.86,62.2,61.23
873,Eastern Region,Odisha,Central Sector,ROURKELA PP-II EXPANSION,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Eastern Region,Odisha,Central Sector,NSPCL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Eastern Region,Odisha,Central Sector,DARLIPALI STPS,NA,1600,12700,1134,1030.25,930.37,90.85,110.74,6920,5310.07,5151.53,76.74,103.08,98.44,89.43,80.76,98.47,75.56,73.31
876,Eastern Region,Odisha,Central Sector,TALCHER STPS,NA,3000,24125,1737,1737.82,1663.04,100.05,104.5,12433,10667.93,11741.52,85.8,90.86,80.42,80.45,76.99,94.36,80.96,89.11
877,Eastern Region,Odisha,Central Sector,NTPC Ltd.,Coal,4600,36825,2871,2768.07,2593.41,96.41,106.73,19353,15978,16893.05,82.56,94.58,86.68,83.58,78.3,95.79,79.09,83.62
878,Eastern Region,Odisha,Central Sector,Central,Thermal,4600,36825,2871,2768.07,2593.41,96.41,106.73,19353,15978,16893.05,82.56,94.58,82.22,83.58,78.3,90.85,79.09,83.62
879,Eastern Region,Odisha,Central Sector,Total,Thermal,9540,66975,4840,5208.15,5075.14,107.61,102.62,34368,31074.87,31197.49,90.42,99.61,68.27,75.64,73.56,79.52,73.67,74.11
880,Eastern Region,Odisha,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
881,Eastern Region,Odisha,Central Sector,Total,Hydro,2154.55,5989,813,707.32,853.55,87,82.87,3497,3411.4,3034.72,97.55,112.41,NA,NA,NA,NA,NA,NA
882,Eastern Region,Odisha,Central Sector,Total,Odisha,11694.55,72964,5653,5915.47,5928.69,104.64,99.78,37865,34486.27,34232.21,91.08,100.74,NA,NA,NA,NA,NA,NA
883,Eastern Region,Sikkim,State Sector,TEESTA-III HPS,NA,1200,5652,780,793.99,882.31,101.79,89.99,4065,4228.08,4501.43,104.01,93.93,NA,NA,NA,NA,NA,NA
884,Eastern Region,Sikkim,State Sector,TUL,Hydro,1200,5652,780,793.99,882.31,101.79,89.99,4065,4228.08,4501.43,104.01,93.93,NA,NA,NA,NA,NA,NA
885,Eastern Region,Sikkim,State Sector,State Sector,Hydro,1200,5652,780,793.99,882.31,101.79,89.99,4065,4228.08,4501.43,104.01,93.93,NA,NA,NA,NA,NA,NA
886,Eastern Region,Sikkim,Pvt Sector,JORETHANG LOOP,NA,96,412,68,62.24,67.63,91.53,92.03,287,256.73,311.98,89.45,82.29,NA,NA,NA,NA,NA,NA
887,Eastern Region,Sikkim,Pvt Sector,DEPL,Hydro,96,412,68,62.24,67.63,91.53,92.03,287,256.73,311.98,89.45,82.29,NA,NA,NA,NA,NA,NA
888,Eastern Region,Sikkim,Pvt Sector,CHUZACHEN HPS,NA,110,537,89,59.21,78.47,66.53,75.46,411,368.25,397.92,89.6,92.54,NA,NA,NA,NA,NA,NA
889,Eastern Region,Sikkim,Pvt Sector,GIPL,Hydro,110,537,89,59.21,78.47,66.53,75.46,411,368.25,397.92,89.6,92.54,NA,NA,NA,NA,NA,NA
890,Eastern Region,Sikkim,Pvt Sector,RONGNICHU HPS,NA,113,442,76,52.65,74.21,69.28,70.95,296,305.89,333.29,103.34,91.78,NA,NA,NA,NA,NA,NA
891,Eastern Region,Sikkim,Pvt Sector,MBPC,Hydro,113,442,76,52.65,74.21,69.28,70.95,296,305.89,333.29,103.34,91.78,NA,NA,NA,NA,NA,NA
892,Eastern Region,Sikkim,Pvt Sector,TASHIDING HPS,NA,97,436,72,68.69,77.49,95.4,88.64,313,300.39,331.03,95.97,90.74,NA,NA,NA,NA,NA,NA
893,Eastern Region,Sikkim,Pvt Sector,SEPL,Hydro,97,436,72,68.69,77.49,95.4,88.64,313,300.39,331.03,95.97,90.74,NA,NA,NA,NA,NA,NA
894,Eastern Region,Sikkim,Pvt Sector,DIKCHU HPS,NA,96,463,71,61.21,75.56,86.21,81.01,363,388.04,413.13,106.9,93.93,NA,NA,NA,NA,NA,NA
895,Eastern Region,Sikkim,Pvt Sector,SKPPPL,Hydro,96,463,71,61.21,75.56,86.21,81.01,363,388.04,413.13,106.9,93.93,NA,NA,NA,NA,NA,NA
896,Eastern Region,Sikkim,Pvt Sector,Pvt Sector,Hydro,512,2290,376,304,373.36,80.85,81.42,1670,1619.3,1787.35,96.96,90.6,NA,NA,NA,NA,NA,NA
897,Eastern Region,Sikkim,Central Sector,RANGIT HPS,NA,60,318,40,40.04,42.53,100.1,94.15,203,183.06,225.29,90.18,81.26,NA,NA,NA,NA,NA,NA
898,Eastern Region,Sikkim,Central Sector,TEESTA V HPS,NA,510,2694,370,367.89,355.9,99.43,103.37,1915,1928.59,2018.29,100.71,95.56,NA,NA,NA,NA,NA,NA
899,Eastern Region,Sikkim,Central Sector,NHPC,Hydro,570,3012,410,407.93,398.43,99.5,102.38,2118,2111.65,2243.58,99.7,94.12,NA,NA,NA,NA,NA,NA
900,Eastern Region,Sikkim,Central Sector,Central,Hydro,570,3012,410,407.93,398.43,99.5,102.38,2118,2111.65,2243.58,99.7,94.12,NA,NA,NA,NA,NA,NA
901,Eastern Region,Sikkim,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
902,Eastern Region,Sikkim,Central Sector,Total,Hydro,2282,10954,1566,1505.92,1654.1,96.16,91.04,7853,7959.03,8532.36,101.35,93.28,NA,NA,NA,NA,NA,NA
903,Eastern Region,Sikkim,Central Sector,Total,Sikkim,2282,10954,1566,1505.92,1654.1,96.16,91.04,7853,7959.03,8532.36,101.35,93.28,NA,NA,NA,NA,NA,NA
904,Eastern Region,West Bengal,State Sector,D.P.L. TPS,NA,550,2500,100,145.82,177.68,145.82,82.07,1201,1230.9,1215.78,102.49,101.24,25.25,36.82,44.87,49.72,50.96,50.33
905,Eastern Region,West Bengal,State Sector,DPL,Coal,550,2500,100,145.82,177.68,145.82,82.07,1201,1230.9,1215.78,102.49,101.24,25.25,36.82,44.87,49.72,50.96,50.33
906,Eastern Region,West Bengal,State Sector,BAKRESWAR TPS,NA,1050,8425,588,583.85,709.58,99.29,82.28,4110,3779.79,4029.14,91.97,93.81,77.78,77.23,93.86,89.12,81.96,87.37
907,Eastern Region,West Bengal,State Sector,BANDEL TPS,NA,270,1750,148,128.35,144.74,86.72,88.68,913,878.2,856.23,96.19,102.57,76.13,66.02,74.45,76.99,74.06,72.2
908,Eastern Region,West Bengal,State Sector,KOLAGHAT TPS,NA,840,4500,364,400.92,417.89,110.14,95.94,2325,2352.6,2147.5,101.19,109.55,60.19,66.29,69.1,63.02,63.77,58.21
909,Eastern Region,West Bengal,State Sector,SAGARDIGHI TPS,NA,1600,11000,911,825.39,1041.73,90.6,79.23,5179,5521.26,5727.48,106.61,96.4,79.08,71.65,90.43,73.7,78.57,81.5
910,Eastern Region,West Bengal,State Sector,SANTALDIH TPS,NA,500,3500,287,316.65,226.83,110.33,139.6,1830,1943.44,1871.65,106.2,103.84,79.72,87.96,63.01,83.33,88.5,85.23
911,Eastern Region,West Bengal,State Sector,WBPDC,Coal,4260,29175,2298,2255.16,2540.77,98.14,88.76,14357,14475.29,14632,100.82,98.93,74.92,73.53,82.84,76.73,77.37,78.2
912,Eastern Region,West Bengal,State Sector,State Sector,Thermal,4810,31675,2398,2400.98,2718.45,100.12,88.32,15558,15706.19,15847.78,100.95,99.11,69.24,69.33,78.5,73.65,74.35,75.02
913,Eastern Region,West Bengal,State Sector,HALDIA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
914,Eastern Region,West Bengal,State Sector,KASBA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
915,Eastern Region,West Bengal,State Sector,WBPDC,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
916,Eastern Region,West Bengal,State Sector,State Sector,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
917,Eastern Region,West Bengal,State Sector,JALDHAKA HPS ST-I,NA,36,142,20,22.18,23.08,110.9,96.1,98,106.09,116.27,108.26,91.24,NA,NA,NA,NA,NA,NA
918,Eastern Region,West Bengal,State Sector,PURULIA PSS HPS,NA,900,1200,110,110.7,115.65,100.64,95.72,570,687.96,704.7,120.69,97.62,NA,NA,NA,NA,NA,NA
919,Eastern Region,West Bengal,State Sector,RAMMAM HPS,NA,50,218,33,17.64,37.23,53.45,47.38,152,91.33,157.15,60.09,58.12,NA,NA,NA,NA,NA,NA
920,Eastern Region,West Bengal,State Sector,WBSEDCL,Hydro,986,1560,163,150.52,175.96,92.34,85.54,820,885.38,978.12,107.97,90.52,NA,NA,NA,NA,NA,NA
921,Eastern Region,West Bengal,State Sector,State Sector,Hydro,986,1560,163,150.52,175.96,92.34,85.54,820,885.38,978.12,107.97,90.52,NA,NA,NA,NA,NA,NA
922,Eastern Region,West Bengal,Pvt Sector,BUDGE BUDGE TPS,NA,750,5900,499,508.96,493.85,102,103.06,3061,3066.48,2813.98,100.18,108.97,92.41,94.25,91.45,92.93,93.09,85.43
923,Eastern Region,West Bengal,Pvt Sector,SOUTHERN REPL. TPS,NA,135,360,28,79.71,78.08,284.68,102.09,192,482.1,534.44,251.09,90.21,28.81,82.01,80.33,32.38,81.31,90.14
924,Eastern Region,West Bengal,Pvt Sector,TITAGARH TPS,NA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Eastern Region,West Bengal,Pvt Sector,CESC,Coal,1125,6260,527,588.67,571.93,111.7,102.93,3253,3548.58,3348.42,109.09,105.98,65.06,72.68,70.61,65.84,71.82,67.77
926,Eastern Region,West Bengal,Pvt Sector,DISHERGARH TPP,NA,12,0,0,4.51,0,0,0,0,26.48,7.85,0,337.32,0,52.2,0,0,50.24,14.89
927,Eastern Region,West Bengal,Pvt Sector,DPSCLTD,Coal,12,0,0,4.51,0,0,0,0,26.48,7.85,0,337.32,0,52.2,0,0,50.24,14.89
928,Eastern Region,West Bengal,Pvt Sector,HALDIA TPP,NA,600,4500,370,401.33,379.37,108.47,105.79,2312,2487.79,2270.11,107.6,109.59,85.65,92.9,87.82,87.74,94.41,86.15
929,Eastern Region,West Bengal,Pvt Sector,HEL,Coal,600,4500,370,401.33,379.37,108.47,105.79,2312,2487.79,2270.11,107.6,109.59,85.65,92.9,87.82,87.74,94.41,86.15
930,Eastern Region,West Bengal,Pvt Sector,HIRANMAYE TPP,NA,300,1800,139,198.64,102.21,142.91,194.34,931,904.83,957.41,97.19,94.51,64.35,91.96,47.32,70.66,68.67,72.66
931,Eastern Region,West Bengal,Pvt Sector,HMEL,Coal,300,1800,139,198.64,102.21,142.91,194.34,931,904.83,957.41,97.19,94.51,64.35,91.96,47.32,70.66,68.67,72.66
932,Eastern Region,West Bengal,Pvt Sector,Pvt Sector,Thermal,2037,12560,1036,1193.15,1053.51,115.17,113.25,6496,6967.68,6583.79,107.26,105.83,71.06,81.35,71.83,73.04,77.88,73.59
933,Eastern Region,West Bengal,Central Sector,DURGAPUR STEEL TPS,NA,1000,6900,564,591.79,368.11,104.93,160.76,3613,3860.8,3324.25,106.86,116.14,78.33,82.19,51.13,82.26,87.91,75.69
934,Eastern Region,West Bengal,Central Sector,DURGAPUR TPS,NA,0,0,0,0,0,0,0,0,0,135.12,0,0,0,0,0,0,0,14.65
935,Eastern Region,West Bengal,Central Sector,MEJIA TPS,NA,2340,16100,1320,1133.44,1081.31,85.87,104.82,8302,7530.4,7856.88,90.71,95.84,78.35,67.27,64.18,80.78,73.27,76.45
936,Eastern Region,West Bengal,Central Sector,RAGHUNATHPUR TPP,NA,1200,6700,550,589.63,400.21,107.21,147.33,3176,3696.99,3049.83,116.4,121.22,63.66,68.24,46.32,60.26,70.15,57.87
937,Eastern Region,West Bengal,Central Sector,DVC,Coal,4540,29700,2434,2314.86,1849.63,95.11,125.15,15091,15088.19,14366.08,99.98,105.03,74.46,70.82,54.08,75.68,75.67,68.86
938,Eastern Region,West Bengal,Central Sector,FARAKKA STPS,NA,2100,13700,1120,1128.78,1061.07,100.78,106.38,7181,6983.52,6221.37,97.25,112.25,74.07,74.65,70.18,77.86,75.72,67.45
939,Eastern Region,West Bengal,Central Sector,NTPC Ltd.,Coal,2100,13700,1120,1128.78,1061.07,100.78,106.38,7181,6983.52,6221.37,97.25,112.25,74.07,74.65,70.18,77.86,75.72,67.45
940,Eastern Region,West Bengal,Central Sector,CENTRAL,Thermal,6640,43400,3554,3443.64,2910.7,96.89,118.31,22272,22071.71,20587.45,99.1,107.21,74.34,72.03,59.02,76.37,75.68,68.43
941,Eastern Region,West Bengal,Central Sector,MAITHON HPS,NA,63.2,144,16,17.18,20.71,107.38,82.96,90,30.79,50.14,34.21,61.41,NA,NA,NA,NA,NA,NA
942,Eastern Region,West Bengal,Central Sector,DVC,Hydro,63.2,144,16,17.18,20.71,107.38,82.96,90,30.79,50.14,34.21,61.41,NA,NA,NA,NA,NA,NA
943,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-III HPS,NA,132,559,83,79.1,90.26,95.3,87.64,410,397.07,446.32,96.85,88.97,NA,NA,NA,NA,NA,NA
944,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-IV HPS,NA,160,720,105,103.88,110.43,98.93,94.07,530,484.44,555.48,91.4,87.21,NA,NA,NA,NA,NA,NA
945,Eastern Region,West Bengal,Central Sector,NHPC,Hydro,292,1279,188,182.98,200.69,97.33,91.18,940,881.51,1001.8,93.78,87.99,NA,NA,NA,NA,NA,NA
946,Eastern Region,West Bengal,Central Sector,Central,Hydro,355.2,1423,204,200.16,221.4,98.12,90.41,1030,912.3,1051.94,88.57,86.73,NA,NA,NA,NA,NA,NA
947,Eastern Region,West Bengal,Central Sector,Total,Thermal,13487,87635,6988,7037.77,6682.66,100.71,105.31,44326,44745.58,43019.02,100.95,104.01,72.03,72.47,67.76,74.9,75.54,71.51
948,Eastern Region,West Bengal,Central Sector,Total,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
949,Eastern Region,West Bengal,Central Sector,Total,Hydro,1341.2,2983,367,350.68,397.36,95.55,88.25,1850,1797.68,2030.06,97.17,88.55,NA,NA,NA,NA,NA,NA
950,Eastern Region,West Bengal,Central Sector,Total,West Bengal,14908.2,90618,7355,7388.45,7080.02,100.45,104.36,46176,46543.26,45049.08,100.8,103.32,NA,NA,NA,NA,NA,NA
951,North Eastern Region,Arunachal Pradesh,Central Sector,KAMENG HPS,NA,600,2500,310,313.02,408.22,100.97,76.68,1600,1717.04,1813.99,107.32,94.66,NA,NA,NA,NA,NA,NA
952,North Eastern Region,Arunachal Pradesh,Central Sector,PARE,NA,110,480,68,53.83,59.58,79.16,90.35,360,316.3,358.85,87.86,88.14,NA,NA,NA,NA,NA,NA
953,North Eastern Region,Arunachal Pradesh,Central Sector,RANGANADI HPS,NA,405,1233,176,125.27,144.54,71.18,86.67,924,845.72,937.27,91.53,90.23,NA,NA,NA,NA,NA,NA
954,North Eastern Region,Arunachal Pradesh,Central Sector,NEEPCO.,Hydro,1115,4213,554,492.12,612.34,88.83,80.37,2884,2879.06,3110.11,99.83,92.57,NA,NA,NA,NA,NA,NA
955,North Eastern Region,Arunachal Pradesh,Central Sector,LOWER SUBANSIRI HEP,NA,0,5429,804,0,0,0,0,3294,0,0,0,0,NA,NA,NA,NA,NA,NA
956,North Eastern Region,Arunachal Pradesh,Central Sector,NHPC,Hydro,0,5429,804,0,0,0,0,3294,0,0,0,0,NA,NA,NA,NA,NA,NA
957,North Eastern Region,Arunachal Pradesh,Central Sector,Central,Hydro,1115,9642,1358,492.12,612.34,36.24,80.37,6178,2879.06,3110.11,46.6,92.57,NA,NA,NA,NA,NA,NA
958,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
959,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Hydro,1115,9642,1358,492.12,612.34,36.24,80.37,6178,2879.06,3110.11,46.6,92.57,NA,NA,NA,NA,NA,NA
960,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Arunachal Pradesh,1115,9642,1358,492.12,612.34,36.24,80.37,6178,2879.06,3110.11,46.6,92.57,NA,NA,NA,NA,NA,NA
961,North Eastern Region,Assam,State Sector,LAKWA GT,NA,97.2,500,42,36.91,50.19,87.88,73.54,258,240.48,272.79,93.21,88.16,NA,NA,NA,NA,NA,NA
962,North Eastern Region,Assam,State Sector,LAKWA REPLACEMENT POWER PROJECT,NA,69.76,560,48,40.52,36.71,84.42,110.38,284,250.22,242.88,88.11,103.02,NA,NA,NA,NA,NA,NA
963,North Eastern Region,Assam,State Sector,NAMRUP CCPP,NA,139.4,775,47,38.88,23.53,82.72,165.24,397,381.74,303.48,96.16,125.79,NA,NA,NA,NA,NA,NA
964,North Eastern Region,Assam,State Sector,APGCL,Natural Gas,306.36,1835,137,116.31,110.43,84.9,105.32,939,872.44,819.15,92.91,106.51,NA,NA,NA,NA,NA,NA
965,North Eastern Region,Assam,State Sector,State Sector,Natural Gas,306.36,1835,137,116.31,110.43,84.9,105.32,939,872.44,819.15,92.91,106.51,NA,NA,NA,NA,NA,NA
966,North Eastern Region,Assam,State Sector,KARBI LANGPI HPS,NA,100,380,71,63.45,65.66,89.37,96.63,281,208,299.53,74.02,69.44,NA,NA,NA,NA,NA,NA
967,North Eastern Region,Assam,State Sector,APGCL,Hydro,100,380,71,63.45,65.66,89.37,96.63,281,208,299.53,74.02,69.44,NA,NA,NA,NA,NA,NA
968,North Eastern Region,Assam,State Sector,State Sector,Hydro,100,380,71,63.45,65.66,89.37,96.63,281,208,299.53,74.02,69.44,NA,NA,NA,NA,NA,NA
969,North Eastern Region,Assam,Central Sector,BONGAIGAON TPP,NA,750,5650,471,428.35,432.61,90.94,99.02,2932,2637.28,2788.63,89.95,94.57,87.22,79.32,80.11,89.01,80.06,84.66
